Merk;CC;Model;Type | KW/PK | Bouwjaar;;AGM Landport;SMF;SLA;HVT;GEL;Lithium **
BUELL ;985;XB9;XB9SX (XB1) | KW: 60/PK: 82 | 09.2007 - 12.2009;;;;; HVT-3;;
BUELL ;1125;1125;1125 CR | KW: 109/PK: 148 | 07.2008 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1125;1125;1125 R | KW: 109/PK: 148 | 07.2007 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4; LFP7Z
BUELL ;1125;1125;1125 R | KW: 78/PK: 106 | 07.2007 - 12.2007;;;; YTX14-4; HVT-8; GTX14-4; LFP7Z
BUELL ;1199;CYCLONE;Cyclone M2 (EB1) | KW: 60/PK: 82 | 01.1997 - 12.1999;;;;;; GTX20-4; LFP20
BUELL ;1199;CYCLONE;Cyclone M2 | KW: 61/PK: 83 | 01.2000 - 12.2002;;;;; HVT-1; GTX20-3; LFP20
BUELL ;1199;CYCLONE;Cyclone M2 PM-Wheels | KW: 61/PK: 83 | 01.2000 - 12.2002;;;;; HVT-1; GTX20-3; LFP20
BUELL ;1199;LIGHTNING;Lightning X1 | KW: 65/PK: 88 | 01.2000 - 12.2002;;;;; HVT-1; GTX20-3;
BUELL ;1199;LIGHTNING;Lightning X1 PM-Wheels | KW: 65/PK: 88 | 01.2000 - 12.2002;;;;; HVT-1; GTX20-3;
BUELL ;1199;THUNDERBOLT;Thunderbolt S3 (EB1) | KW: 65/PK: 88 | 01.1996 - 12.2001;;;;;; GTX20-4;
BUELL ;1202;LIGHTNING;Lightning XB9R | KW: 23/PK: 31 | 02.2008 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4;
BUELL ;1202;XB12R;XB12R (XB1) | KW: 25/PK: 34 | 05.2003 - 12.2009;;;;;; GTX20-4; LFP14
BUELL ;1202;XB12R;XB12R (XB1) | KW: 74/PK: 101 | 05.2003 - 12.2009;;;;;; GTX20-4; LFP14
BUELL ;1203;FIREBOLT;Firebolt XB12R | KW: 75/PK: 101 | 01.2004 - 12.2007;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12S | KW: 70/PK: 95 | 07.2007 - 12.2008;;;;; HVT-1; GTX20-3; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12S | KW: 75/PK: 101 | 01.2004 - 12.2008;;;;; HVT-1; GTX20-3; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12Scg | KW: 70/PK: 95 | 07.2007 - 12.2009;;;;; HVT-1; GTX20-3; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12Scg | KW: 75/PK: 101 | 01.2006 - 12.2007;;;;; HVT-1; GTX20-3; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12Scg Low | KW: 70/PK: 95 | 07.2007 - 12.2009;;;;; HVT-1; GTX20-3; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12Ss | KW: 70/PK: 95 | 07.2007 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12Ss | KW: 75/PK: 101 | 01.2005 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12Ss Long | KW: 70/PK: 95 | 07.2007 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12STT | KW: 70/PK: 95 | 07.2007 - 12.2008;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;LIGHTNING;Lightning XB12STT | KW: 75/PK: 101 | 01.2007 - 12.2008;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;XB12S;XB12S 1200 Lightning (XB1) | KW: 23/PK: 31 | 07.2007 - 12.2009;;;;;; GTX20-4; LFP14
BUELL ;1203;XB12S;XB12Scg 1200 Lightning Low (XB1) | KW: 69/PK: 94 | 07.2007 - 12.2009;;;;;; GTX20-4; LFP14
BUELL ;1203;XB12S;XB12Scg 1200 Lightning Short (XB1) | KW: 23/PK: 31 | 01.2008 - 12.2009;;;;;; GTX20-4; LFP14
BUELL ;1203;XB12X;XB12X Ulysses | KW: 70/PK: 95 | 07.2007 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;XB12X;XB12X Ulysses | KW: 75/PK: 101 | 01.2005 - 12.2007;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;XB12XT;XB12XT Ulysses (XB2) | KW: 23/PK: 31 | 07.2007 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4; LFP14
BUELL ;1203;XB12XT;XB12XT Ulysses (XB2) | KW: 70/PK: 95 | 07.2007 - 12.2009;;;; YTX14-4; HVT-8; GTX14-4; LFP14
CAGIVA ;49;50;City | KW: 2/PK: 3 | 01.1993 - 12.1996; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
CAGIVA ;49;50;City Solo | KW: 2/PK: 3 | 01.1996 - 12.1997; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
CAGIVA ;49;50;Lucky - LTD | KW: 2/PK: 3 | 01.1994 - 12.1994; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
CAGIVA ;50;MITO;Mito 50 | KW: 7/PK: 9 | 01.1998 - 12.1999; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
CAGIVA ;123;125;SST | KW: 7/PK: 10 | 01.1981 -; YB12A-A;;;;; GB12A-A; LFP14
CAGIVA ;123;125;SX | KW: 13/PK: 18 | 01.1981 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
CAGIVA ;123;125;SXT | KW: 13/PK: 18 | 01.1982 -;;;; YTX5-3;; GTX5-3; LFP5
CAGIVA ;125;125;Freccia | KW: 22/PK: 30 | 01.1987 - 12.1990; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;MITO;Mito 125 | KW: 9/PK: 12 | 02.2007 -; YB9B;;;;; GB9B; LFP5
CAGIVA ;125;125;Mito Evo | KW: 11/PK: 15 | 01.1995 - 12.1998; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Mito Evo | KW: 11/PK: 15 | 01.1999 - 12.2007; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Mito Evo | KW: 22/PK: 30 | 01.1995 - 12.1998; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Mito I | KW: 11/PK: 15 | 01.1989 - 12.1992; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Mito I | KW: 22/PK: 30 | 01.1989 - 12.1992; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Mito II | KW: 11/PK: 15 | 01.1992 - 12.1994; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Mito II | KW: 22/PK: 30 | 01.1992 - 12.1994; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Mito SP 525 | KW: 11/PK: 15 | 01.2008 -; YB9B;;;;; GB9B; LFP5
CAGIVA ;125;125;Planet | KW: 11/PK: 15 | 01.1998 - 12.2003; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Raptor (N3) | KW: 11/PK: 15 | 01.2003 - 12.2012; YB9B;;;;; GB9B;
CAGIVA ;125;125;Roadster | KW: 11/PK: 15 | 01.1994 - 12.2000; YB9B;;;;; GB9B;
CAGIVA ;125;125;Supercity | KW: 11/PK: 15 | 01.1991 - 12.2000; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;Supercity | KW: 13/PK: 18 | 01.1991 - 12.2000; YB9B;;;;; GB9B; LFP7Z
CAGIVA ;125;125;W 8 | KW: 13/PK: 18 | 01.1991 - 12.2000; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
CAGIVA ;125;125;W 8 | KW: 18/PK: 24 | 01.1991 - 12.2000; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
CAGIVA ;243;SST;SST 250 | KW: 18/PK: 24 | 01.1975 - 12.1985; YB7L-B;;;;;; LFP7
CAGIVA ;243;SX;SX 250 | KW: 13/PK: 18 | 01.1981 -; YB7L-B;;;;;; LFP7
CAGIVA ;325;SST;SST 350 | KW: 20/PK: 27 | 01.1978 - 12.1986; YB7L-B;;;;;;
CAGIVA ;325;SX;SX 350 | KW: 20/PK: 27 | 01.1981 -; YB7L-B;;;;;;
CAGIVA ;348;W;W 12-350 | KW: 22/PK: 30 | 01.1994 -; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
CAGIVA ;349;ELEFANT;Elefant 350 | KW: 20/PK: 27 | 01.1985 - 12.1988; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
CAGIVA ;349;ELEFANT;Elefant 350 | KW: 28/PK: 38 | 01.1985 - 12.1988; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
CAGIVA ;452;500;500 T 4 | KW: 20/PK: 27 | 01.1988 -; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
CAGIVA ;452;500;500 T 4 | KW: 28/PK: 38 | 01.1988 -; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
CAGIVA ;498;CANYON;Canyon 500 | KW: 25/PK: 34 | 01.1998 - 12.2001;;;; YTX14-4; HVT-8; GTX14-4; LFP14
CAGIVA ;498;CANYON;Canyon 500 | KW: 29/PK: 39 | 01.1998 - 12.2001;;;; YTX14-4; HVT-8; GTX14-4; LFP14
CAGIVA ;498;RIVER;River 500 | KW: 25/PK: 34 | 01.1995 - 12.1999;;;; YTX14-4; HVT-8; GTX14-4; LFP14
CAGIVA ;498;RIVER;River 500 | KW: 28/PK: 38 | 01.1995 - 12.1999;;;; YTX14-4; HVT-8; GTX14-4; LFP14
CAGIVA ;598;RIVER;River 600 | KW: 25/PK: 34 | 01.2000 - 12.2002; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
CAGIVA ;598;RIVER;River 600 | KW: 28/PK: 38 | 01.2000 - 12.2002; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
CAGIVA ;598;W;W 16-600 | KW: 25/PK: 34 | 01.1994 - 12.1997; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
CAGIVA ;601;CANYON;Canyon 600 | KW: 28/PK: 38 | 01.1996 - 12.1998; YB16AL-A2;;;;; GB16AL-A2; LFP14
CAGIVA ;645;RAPTOR;Raptor 650 | KW: 53/PK: 72 | 01.2000 - 12.2004;;;; YTX9-4;; GTX9-4; LFP14
CAGIVA ;645;RAPTOR;Raptor 650 IE | KW: 25/PK: 34 | 01.2005 - 12.2007;;;; YTX9-4;; GTX9-4; LFP14
CAGIVA ;645;RAPTOR;Raptor 650 IE | KW: 54/PK: 73 | 01.2005 - 12.2007;;;; YTX9-4;; GTX9-4; LFP14
CAGIVA ;645;V-RAPTOR;V-Raptor 650 (M211) | KW: 53/PK: 72 | 01.2000 - 12.2004;;;; YTX12-4;; GTX12-4; LFP14
CAGIVA ;650;ALAZZURRA;Alazzurra 650 | KW: 37/PK: 50 | 01.1985 -; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
CAGIVA ;650;ALAZZURRA;Alazzurra 650 | KW: 41/PK: 56 | 01.1985 -; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
CAGIVA ;650;ELEFANT;Elefant 650 | KW: 37/PK: 50 | 01.1985 - 12.1988; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
CAGIVA ;748;ELEFANT;Elefant 750 | KW: 44/PK: 60 | 01.1987 - 12.1990; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP16
CAGIVA ;748;ELEFANT;Elefant 750 | KW: 50/PK: 68 | 01.1987 - 12.1990; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP16
CAGIVA ;748;ELEFANT;Elefant 750 E (B) | KW: 44/PK: 60 | 01.1996 - 12.1997; YB16B;;;;; GB16B; LFP16
CAGIVA ;748;ELEFANT;Elefant 750 Lucky Explorer | KW: 45/PK: 61 | 01.1994 - 12.1994; YB16B;;;;; GB16B; LFP16
CAGIVA ;904;ELEFANT;Elefant 900 | KW: 45/PK: 61 | 01.1993 - 12.1997; YB16B;;;;; GB16B; LFP16
CAGIVA ;904;ELEFANT;Elefant 900 | KW: 50/PK: 68 | 01.1994 - 12.1997; YB16B;;;;; GB16B; LFP16
CAGIVA ;904;ELEFANT;Elefant 900 i.e. GT | KW: 50/PK: 68 | 01.1992 - 12.1993; YB16B;;;;; GB16B; LFP16
CAGIVA ;904;ELEFANT;Elefant 900 i.e. Lucky Explorer | KW: 50/PK: 68 | 01.1990 - 12.1991; YB16B;;;;; GB16B; LFP16
CAGIVA ;904;GRAN CANYON;Gran Canyon | KW: 49/PK: 67 | 01.1998 - 12.2000; YB16B;;;;; GB16B; LFP16
CAGIVA ;904;GRAN CANYON;Gran Canyon | KW: 54/PK: 73 | 01.1998 - 12.2000; YB16B;;;;; GB16B; LFP16
CAGIVA ;904;GRAN CANYON;Gran Canyon Touring | KW: 49/PK: 67 | 01.1999 - 12.2000; YB16B;;;;; GB16B; LFP16
CAGIVA ;996;NAVIGATOR;Navigator 1000 (M5) | KW: 73/PK: 99 | 01.2000 - 12.2005; YB16B;;;;; GB16B;
CAGIVA ;996;NAVIGATOR;Navigator 1000 Touring (M5) | KW: 73/PK: 99 | 01.2000 - 12.2000; YB16B;;;;; GB16B;
CAGIVA ;996;RAPTOR;Raptor 1000 | KW: 83/PK: 113 | 01.2000 - 12.2005;;;; YTZ12-S;; GTZ12-S; LFP14
CAGIVA ;996;V-RAPTOR;V-Raptor 1000 | KW: 72/PK: 98 | 01.2000 - 12.2005;;;; YTX9-4;; GTX9-4; LFP14
CAGIVA ;996;V-RAPTOR;V-Raptor 1000 | KW: 77/PK: 105 | 01.2000 - 12.2005;;;; YTX9-4;; GTX9-4; LFP14
CAGIVA ;996;V-RAPTOR;V-Raptor 1000 | KW: 83/PK: 113 | 01.2000 - 12.2005;;;; YTX9-4;; GTX9-4; LFP14
CAGIVA ;996;X-TRA;X-TRA Raptor1000 | KW: 83/PK: 113 | 01.2002 - 12.2005;;;; YTX9-4;; GTX9-4; LFP14
CF ;249;JETX;Jetx 250 EFI | KW: 15/PK: 20 | 09.2014 -;;;; YTX12-4;; GTX12-4;
CF ;649;650;650 NK | KW: 45/PK: 61 | 01.2014 -;;;; YTX12-4;; GTX12-4;
CF ;649;650;650 TK | KW: 45/PK: 61 | 01.2014 -;;;; YTX12-4;; GTX12-4;
DAELIM ;49;CORDI;Cordi 50 (SE4) | KW: 2/PK: 3 | 01.2004 - 12.2011; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
DAELIM ;49;E-FIVE;E-Five 50 | KW: 2/PK: 3 | 01.2005 - 12.2006; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
DAELIM ;49;MESSAGE;Message 50 (GZ50GF) | KW: 3/PK: 4 | 01.1997 - 12.1998; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
DAELIM ;49;S-FIVE;S-Five 50 (SJ50) | KW: 2/PK: 3 | 01.2003 - 12.2011; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
DAELIM ;49;TAPO;Tapo 50 (GZ50) | KW: 3/PK: 4 | 01.1999 - 12.2002; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
DAELIM ;124;DAYSTAR;Daystar 125 (VL125F) | KW: 10/PK: 13 | 01.2002 - 12.2003; YB9B;;;;; GB9B;
DAELIM ;124;DAYSTAR;Daystar 125 2c (VL125F) | KW: 10/PK: 13 | 01.2002 - 12.2003; YB9B;;;;; GB9B;
DAELIM ;124;DAYSTAR;Daystar 125 Classic (VL125F) | KW: 10/PK: 13 | 01.2000 - 12.2005; YB9B;;;;; GB9B;
DAELIM ;124;DAYSTAR;Daystar 125 Fi (BA1) | KW: 9/PK: 12 | 06.2017 -; YB9B;;;;; GB9B;
DAELIM ;124;DAYSTAR;Daystar 125 FI | KW: 10/PK: 13 | 09.2007 -; YB9B;;;;; GB9B;
DAELIM ;124;ROADWIN;Roadwin 125 | KW: 10/PK: 14 | 01.2005 - 12.2011;;;; YTX12-4;; GTX12-4;
DAELIM ;124;ROADWIN;Roadwin 125 FI (VJF125) | KW: 11/PK: 15 | 09.2007 -;;;; YTX12-4;; GTX12-4;
DAELIM ;124;S;S3 | KW: 10/PK: 14 | 01.2011 -;;;; YTX12-4;; GTX12-4;
DAELIM ;124;VC;VC 125 Advance | KW: 11/PK: 15 | 01.1996 - 12.1996; YB9B;;;;; GB9B; LFP7Z
DAELIM ;124;VF;VF 125 | KW: 9/PK: 13 | 01.1996 -; YB9B;;;;; GB9B;
DAELIM ;124;VS;VS 125 Custom | KW: 9/PK: 12 | 01.1999 - 12.1999; YB9B;;;;; GB9B; LFP7Z
DAELIM ;124;VS;VS 125 Evolution (VS125F) | KW: 9/PK: 12 | 01.1999 - 12.2004; YB9B;;;;; GB9B; LFP7Z
DAELIM ;124;VT;VT 125 Evolution (VT125F) | KW: 10/PK: 13 | 01.1999 - 12.2003; YB9B;;;;; GB9B;
DAELIM ;124;VT;VT 125 Limited Edition (VT125F) | KW: 10/PK: 13 | 01.2001 - 12.2001; YB9B;;;;; GB9B;
DAELIM ;124;VT;VT 125 g | KW: 10/PK: 13 | 01.1999 - 12.1999; YB9B;;;;; GB9B;
DAELIM ;125;DAYSTAR;Daystar 125 (VL125F) | KW: 9/PK: 12 | 01.1999 - 12.2005; YB9B;;;;; GB9B;
DAELIM ;125;DAYSTAR;Daystar 125 Classic (VL125F) | KW: 9/PK: 12 | 01.2000 - 12.2005; YB9B;;;;; GB9B;
DAELIM ;125;FREEWING;Freewing 125 (SA2) | KW: 8/PK: 11 | 01.2001 - 12.2008;;;; YTX12-4;; GTX12-4;
DAELIM ;125;FREEWING;Freewing 125 FI (SA2) | KW: 8/PK: 11 | 09.2007 -;;;; YTX12-4;; GTX12-4;
DAELIM ;125;HISTORY;History 125 (SA2) | KW: 9/PK: 12 | 01.2002 - 12.2005;;;; YTX9-4;; GTX9-4;
DAELIM ;125;OTELLO;Otello 125 (SG125F) | KW: 9/PK: 12 | 01.1999 - 12.2003;;;; YTX7A-4;; GTX7A-4;
DAELIM ;125;OTELLO;Otello 125 DLX (SG125F) | KW: 9/PK: 12 | 01.2002 - 12.2004;;;; YTX7A-4;; GTX7A-4;
DAELIM ;125;OTELLO;Otello 125 Eco (SG125F) | KW: 9/PK: 12 | 01.2005 - 12.2008;;;; YTX7A-4;; GTX7A-4;
DAELIM ;125;OTELLO;Otello 125 FI (SG125F) | KW: 9/PK: 12 | 09.2007 -;;;; YTX7A-4;; GTX7A-4;
DAELIM ;125;S;S2 125 | KW: 9/PK: 12 | 01.2006 - 12.2012;;;; YTX12-4;; GTX12-4;
DAELIM ;125;VS;VS 125 Evolution (VS125F) | KW: 9/PK: 12 | 01.1995 - 12.2000; YB9B;;;;; GB9B; LFP7Z
DAELIM ;125;YC;YC 125 Aro (YC5) | KW: 6/PK: 8 | 04.2015 -; YB9B;;;;; GB9B;
DERBI ;49;ATLANTIS;Atlantis City 50 4T | KW: 3/PK: 4 | 01.2002 - 12.2010; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;AVENTURA;Aventura | KW: 3/PK: 4 | 01.1990 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;BOULEVARD;Boulevard 50 2T | KW: 3/PK: 4 | 01.2009 - 12.2011; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;FURAX;Furax 50 | KW: 3/PK: 4 | 01.1990 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;HUNTER;Hunter 50 | KW: 3/PK: 4 | 01.1990 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;HUNTER;Hunter 50 | KW: 5/PK: 7 | 01.1997 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;PREDATOR;Predator 02 | KW: 4/PK: 6 | 01.1998 - 12.2001; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;VAMOS;Vamos 50 CatCon. | KW: 3/PK: 4 | 01.1990 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;VAMOS;Vamos 50 FL | KW: 3/PK: 4 | 01.1990 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;49;VARIANT;Variant Sport 50 2T | KW: 3/PK: 4 | 01.2013 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;50;PADDOCK;Paddock50 | KW: 4/PK: 6 | 01.1997 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
DERBI ;124;BOULEVARD;Boulevard 125 4T (BL2) | KW: 8/PK: 11 | 07.2002 - 12.2007; YB9L-A2;;;;;; LFP7Z
DERBI ;124;BOULEVARD;Boulevard 125 4T (M57) | KW: 7/PK: 10 | 09.2008 -; YB9L-A2;;;;;; LFP7Z
DERBI ;124;GP1;GP1 125 (PS) | KW: 10/PK: 14 | 06.2009 -;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;GP1;GP1 125 (PS) | KW: 11/PK: 15 | 06.2009 -;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;GP1;GP1 125 | KW: 11/PK: 15 | 01.2006 - 05.2009;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;GPR;GPR 125 (GS1) | KW: 11/PK: 15 | 01.2005 - 12.2009;;;; YTX5-3;; GTX5-3; LFP5
DERBI ;124;GPR;GPR 125 (RG1) | KW: 11/PK: 15 | 04.2009 -;;;; YTX5-3;; GTX5-3; LFP5
DERBI ;124;MULHACÉN;Mulhacén 125 (MS) | KW: 11/PK: 15 | 06.2009 -;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;RALA;Rala 125 4T (RA) | KW: 6/PK: 8 | 01.2008 -;;;; YTX12-4;; GTX12-4; LFP5
DERBI ;124;RALA;Rala 125 4T (RA1) | KW: 11/PK: 15 | 01.2008 -;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;SENDA;Senda Baja 125 SM (SC) | KW: 9/PK: 12 | 01.2009 -;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;SENDA;Senda DRD 125 R (DR1) | KW: 11/PK: 15 | 01.2009 -;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;SENDA;Senda DRD 125 SM (DR1) | KW: 11/PK: 15 | 01.2009 -;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;SENDA;Senda SM125 - 4T (SC) | KW: 8/PK: 12 | 06.2009 -;;;; YTX7-3;; GTX7-3; LFP5
DERBI ;124;TERRA;Terra 125 (TS) | KW: 11/PK: 15 | 06.2009 -; YB7C-A;;;;;; LFP5
DERBI ;124;TERRA;Terra 125 Adventure (TS) | KW: 11/PK: 15 | 06.2009 -; YB7C-A;;;;;; LFP5
DERBI ;124;VARIANT;Variant Sport 125 4T (SG0) | KW: 8/PK: 11 | 01.2013 -; YB9B;;;;; GB9B; LFP5
DERBI ;151;BOULEVARD;Boulevard 150 | KW: 8/PK: 11 | 01.2002 - 12.2007; YB9L-A2;;;;;; LFP7Z
DERBI ;245;RALA;Rala 250i (RA1) | KW: 16/PK: 22 | 01.2008 -;;;; YTX12-4;; GTX12-4; LFP5
DERBI ;278;RALA;Rala 300 i.e. (RA1) | KW: 16/PK: 22 | 01.2010 -;;;; YTX12-4;; GTX12-4; LFP5
DUCATI ;349;350;350 F 3 | KW: 20/PK: 27 | 01.1985 - 12.1987; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
DUCATI ;349;350;350 F 3 | KW: 31/PK: 42 | 01.1985 - 12.1987; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2;
DUCATI ;350;GTL;GTL 350 | KW: 20/PK: 27 | 01.1975 - 12.1977; Y50N18LA2; YTX18L-BS;;; HVT-6; G50N18LA2; LFP20
DUCATI ;350;GTV;GTV 350 | KW: 18/PK: 24 | 01.1977 - 12.1980; Y50N18LA2; YTX18L-BS;;; HVT-6; G50N18LA2;
DUCATI ;398;400;400 SS (ZDM400J) | KW: 31/PK: 42 | 01.1991 - 12.1995; YB16AL-A2;;;;; GB16AL-A2;
DUCATI ;398;MONSTER;Monster 400 (M4) | KW: 20/PK: 27 | 01.2005 -; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;398;MONSTER;Monster 400 (M4) | KW: 25/PK: 34 | 01.2005 -; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;398;MONSTER;Monster 400 (M4) | KW: 32/PK: 44 | 01.2005 -; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;399;SCRALER;Scraler Sixty2 (KA) | KW: 30/PK: 41 | 01.2016 -;;;; YT12B-4;; GT12B-4;
DUCATI ;495;500;500 PANTAH SL | KW: 37/PK: 50 | 01.1981 - 12.1983; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
DUCATI ;496;GTL;GTL 500 | KW: 29/PK: 39 | 01.1975 - 12.1977; Y50N18LA2; YTX18L-BS;;; HVT-6; G50N18LA2; LFP20
DUCATI ;496;GTV;GTV 500 | KW: 37/PK: 50 | 01.1978 - 12.1980; Y50N18LA2; YTX18L-BS;;; HVT-6; G50N18LA2;
DUCATI ;583;600;600 Pantah SL | KW: 42/PK: 57 | 01.1981 - 12.1983; YB14L-A2; YTX14AHL-BS;;;; GB14L-A2; LFP14
DUCATI ;583;600;600 SS C | KW: 39/PK: 53 | 01.1994 - 12.2000; YB16AL-A2;;;;; GB16AL-A2;
DUCATI ;583;600;600 SS N | KW: 39/PK: 53 | 01.1994 - 12.2000; YB16AL-A2;;;;; GB16AL-A2;
DUCATI ;583;MONSTER;Monster 600 | KW: 37/PK: 50 | 01.1994 - 12.1998; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;583;MONSTER;Monster 600 | KW: 40/PK: 54 | 01.1994 - 12.2001; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;583;MONSTER;Monster 600 City | KW: 37/PK: 50 | 01.1998 - 12.1998; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;583;MONSTER;Monster 600 City | KW: 40/PK: 54 | 01.1998 - 12.2000; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;583;MONSTER;Monster 600 City Dark | KW: 37/PK: 50 | 01.1998 - 12.1998; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;583;MONSTER;Monster 600 City Dark | KW: 40/PK: 54 | 01.1998 - 12.2000; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;583;MONSTER;Monster 600 Dark | KW: 37/PK: 50 | 01.1998 - 12.1998; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;583;MONSTER;Monster 600 Dark | KW: 40/PK: 54 | 01.1998 - 12.2001; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;598;MONSTER;Monster 600 (M) | KW: 24/PK: 33 | 01.1994 - 12.1997; YB16AL-A2;;;;; GB16AL-A2; LFP14
DUCATI ;598;MONSTER;Monster 600 | KW: 38/PK: 52 | 01.1994 - 12.1997; YB16AL-A2;;;;; GB16AL-A2; LFP14
