Merk;CC;Model;Type | KW/PK | Bouwjaar;;AGM Landport;SMF;SLA;HVT;GEL;Lithium **
ADLY;49;CAT;Cat 50 | KW: 3/PK: 5 | 01.2007 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
ADLY;95;CAT;Cat 100 | KW: 6/PK: 8 | 01.2007 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
ADLY;124;CAT;Cat 125 B | KW: 6/PK: 8 | 01.2007 -;;;; YTX7A-4;; GTX7A-4;
AGRALE ;49;FORCE;Force 50 | KW: 3/PK: 4 | 01.1998 - 12.1998; 12N24-3;;;;;;
AGRALE ;90;FORCE;Force 90 | KW: 5/PK: 7 | 01.1998 - 12.2000; 12N24-3;;;;;;
AGRALE ;124;SST;SST 13.5 | KW: 10/PK: 14 | 01.1988 - 12.1997; 12N24-3;;;;;;
AGRALE ;904;MONSTER;Monster 900 | KW: 54/PK: 73 | 01.1993 - 12.1999; 12N24-3;;;;;;
APRILIA ;49;AMICO;Amico 25 CatCon. (MK) | KW: 1/PK: 1 | 01.1994 - 12.2001; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;49;AMICO;Amico 50 CatCon. (GC) | KW: 2/PK: 3 | 01.1990 - 12.1994; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;49;AMICO;Amico 50 GL CatCon. (HV) | KW: 2/PK: 3 | 01.1993 - 12.1999; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;AMICO;Amico 50 LX CatCon. | KW: 2/PK: 3 | 01.1995 - 12.1996; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;AMICO;Amico 50 Sport CatCon. | KW: 2/PK: 3 | 01.1992 - 12.1993; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;AREA;Area 51 CatCon. (MY) | KW: 3/PK: 4 | 01.1998 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;49;AREA;Area 51 Replica (MY) | KW: 3/PK: 4 | 01.2000 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;AREA;Area 51 SBK CatCon. (MY) | KW: 3/PK: 4 | 01.2000 - 12.2002; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;ET;ET 50 | KW: 4/PK: 5 | 01.1987 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;ET;ET 50 Tuareg | KW: 4/PK: 5 | 01.1987 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;49;GULLIVER;Gulliver AC CatCon. (LH) | KW: 3/PK: 4 | 01.1995 - 12.1998; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;GULLIVER;Gulliver LC CatCon. (LH) | KW: 3/PK: 4 | 01.1997 - 12.1999; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;HABANA;Habana 50 CatCon. (PK) | KW: 2/PK: 3 | 01.1999 - 12.2001; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;HABANA;Habana 50 Custom CatCon. (PK) | KW: 2/PK: 3 | 01.1999 - 12.2001; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;MC;MC Gulliver CatCon. (LH) | KW: 3/PK: 4 | 01.1996 - 12.1999; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;MOJITO;Mojito 50 CatCon. (TF) | KW: 2/PK: 3 | 01.1999 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;MOJITO;Mojito 50 Custom CatCon. (TF) | KW: 2/PK: 3 | 01.1999 - 12.2004; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;MOJITO;Mojito 50 Custom CatCon. (TF) | KW: 3/PK: 4 | 01.2005 - 12.2013; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;RALLY;Rally 50 (MD) | KW: 2/PK: 3 | 01.1990 - 12.1996; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;RALLY;Rally 50 (MD) | KW: 3/PK: 4 | 01.1990 - 12.1996; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;RALLY;Rally 50 AC CatCon. (MD) | KW: 3/PK: 4 | 01.1995 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;RALLY;Rally 50 LC CatCon. (MD) | KW: 3/PK: 4 | 01.1997 - 12.1998; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SCARABEO;Scarabeo 50 4T | KW: 3/PK: 4 | 01.2003 - 12.2006; YB9B;;;;; GB9B; LFP7Z
APRILIA ;49;SCARABEO;Scarabeo 50 Ditech | KW: 4/PK: 5 | 01.2000 - 12.2007;;;; YTX5-3;; GTX5-3; LFP5
APRILIA ;49;SCARABEO;Scarabeo 50 Street | KW: 3/PK: 4 | 01.2005 - 12.2010; YB9B;;;;; GB9B; LFP7Z
APRILIA ;49;SCARABEO;Scarabeo AC 50 CatCon. (MS) | KW: 2/PK: 3 | 01.1994 - 12.2001; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;49;SCARABEO;Scarabeo AC Ditech (SC) | KW: 3/PK: 4 | 01.2003 - 12.2004; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;49;SCARABEO;Scarabeo AC Ditech | KW: 4/PK: 5 | 01.2003 - 12.2004; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;49;SONIC;Sonic AC CatCon. (PB) | KW: 2/PK: 3 | 01.1998 - 12.2001; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SONIC;Sonic LC CatCon. (PB) | KW: 2/PK: 3 | 01.1998 - 12.1999; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SONIC;Sonic LC CatCon. (PB) | KW: 3/PK: 4 | 01.1998 - 12.1999; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SPORTCITY;Sportcity One 2T | KW: 4/PK: 5 | 06.2008 - 12.2013; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP14
APRILIA ;49;SR;SR 50 CatCon. () | KW: 2/PK: 3 | 01.1993 - 12.1997; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;49;SR;SR 50 LC CatCon. () | KW: 3/PK: 4 | 01.1996 - 12.1997; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Ditech (RL) | KW: 4/PK: 5 | 01.2001 - 12.2004; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Ditech Racing (RL) | KW: 2/PK: 3 | 01.2001 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Ditech Racing (RL) | KW: 3/PK: 4 | 01.2001 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Ditech Replica | KW: 4/PK: 5 | 01.2003 - 12.2004; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Ditech Sport Pro (LC) | KW: 4/PK: 5 | 01.2003 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Funster (RL) | KW: 3/PK: 4 | 01.2003 - 12.2004; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Funster Racing (RL) | KW: 3/PK: 4 | 01.2004 - 12.2004; YB9B;;;;; GB9B; LFP5
APRILIA ;49;SR;SR 50 LC Racing CatCon. | KW: 2/PK: 3 | 01.1999 - 12.2001; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Sport CatCon. (RL) | KW: 2/PK: 3 | 01.2000 - 12.2002; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Sport CatCon. | KW: 3/PK: 4 | 01.2000 - 12.2002; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Sport Ditech (RL) | KW: 2/PK: 3 | 01.2001 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 LC Sport Ditech (RL) | KW: 3/PK: 4 | 01.2001 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 Motard (C50) | KW: 3/PK: 4 | 09.2010 -; YB9B;;;;; GB9B; LFP5
APRILIA ;49;SR;SR 50 Netscaper CatCon. (MZ) | KW: 3/PK: 4 | 01.1997 - 12.1998; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 R (VF) | KW: 3/PK: 4 | 01.2005 -; YB9B;;;;; GB9B; LFP5
APRILIA ;49;SR;SR 50 R Alitalia Replica (VF) | KW: 3/PK: 4 | 06.2010 - 12.2013; YB9B;;;;; GB9B; LFP5
APRILIA ;49;SR;SR 50 R Factory (VF) | KW: 4/PK: 5 | 01.2005 - 12.2013; YB9B;;;;; GB9B; LFP5
APRILIA ;49;SR;SR 50 R Factory Alitalia Replica (VF) | KW: 4/PK: 5 | 06.2010 - 12.2013; YB9B;;;;; GB9B; LFP5
APRILIA ;49;SR;SR 50 Stelth CatCon. (MZ) | KW: 3/PK: 4 | 01.1997 - 12.1999; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;49;SR;SR 50 Street (VF) | KW: 3/PK: 4 | 01.2005 -; YB9B;;;;; GB9B; LFP5
APRILIA ;49;SR;SR 50 WWW CatCon. (LY) | KW: 3/PK: 4 | 01.1997 - 12.2002; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;AF-1;AF-1 50 | KW: 3/PK: 4 | 01.1988 - 12.1992; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;50;AF-1;AF-1 50 Futura | KW: 2/PK: 3 | 01.1988 - 12.1992; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;AF-1;AF-1 50 Replica | KW: 2/PK: 3 | 01.1987 - 12.1990; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;50;CLASSIC;Classic 50 (GI) | KW: 2/PK: 2 | 01.1993 - 12.1998; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;ET;ET 50 | KW: 3/PK: 4 | 01.1988 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;ET;ET 50 Fire | KW: 3/PK: 4 | 01.1989 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;50;EUROPA;Europa | KW: 2/PK: 3 | 01.1990 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;50;MX;MX 50 (ST) | KW: 6/PK: 8 | 01.2003 - 12.2005; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RED ROSE;Red Rose 50 (GI) | KW: 2/PK: 3 | 01.1988 - 12.1994; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RED ROSE;Red Rose 50 (GI) | KW: 2/PK: 3 | 01.1990 - 12.1994; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RS;RS 50 (HP) | KW: 2/PK: 3 | 01.1994 - 12.1997; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RS;RS 50 Extre (HP) | KW: 2/PK: 3 | 01.1993 - 12.1997; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RS;RS 50 Replica (PG) | KW: 2/PK: 3 | 01.1999 - 12.2001; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RS;RS 50 Replica (PL) | KW: 2/PK: 3 | 01.2006 - 12.2010;;;; YTX5-3;; GTX5-3; LFP5
APRILIA ;50;RS;RS 50 Replica (SE) | KW: 2/PK: 3 | 01.2002 - 12.2003; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RS;RS 50 Replica (SE) | KW: 2/PK: 3 | 01.2004 - 12.2005; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RS4;RS4 50 | KW: 2/PK: 3 | 04.2015 -;;;; YTX5-3;; GTX5-3;
APRILIA ;50;RX;RX 50 (ST) | KW: 2/PK: 3 | 01.1990 - 12.1994; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;RX;RX 50 (ST) | KW: 3/PK: 4 | 01.1990 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;50;SPORTCITY;Sportcity One 4T | KW: 2/PK: 3 | 06.2008 - 12.2010; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP14
APRILIA ;50;TUAREG;Tuareg 50 | KW: 3/PK: 4 | 01.1988 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;96;SCARABEO;Scarabeo 100 4T | KW: 10/PK: 14 | 01.2006 - 12.2010; YB9B;;;;; GB9B; LFP7Z
APRILIA ;96;SCARABEO;Scarabeo 100 4T | KW: 5/PK: 7 | 01.2014 -; YB9B;;;;; GB9B; LFP7Z
APRILIA ;96;SCARABEO;Scarabeo 100 RE 4T | KW: 6/PK: 8 | 01.2001 - 12.2004; YB9B;;;;; GB9B; LFP14
APRILIA ;124;AF-1;AF-1 125 | KW: 20/PK: 27 | 01.1988 - 12.1992; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;124;AF-1;AF-1 125 Futura | KW: 18/PK: 24 | 01.1989 - 12.1992; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;124;AF-1;AF-1 125 Replica | KW: 18/PK: 24 | 01.1992 - 12.1992; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;124;AF-1;AF-1 125 Replica | KW: 20/PK: 27 | 01.1990 - 12.1992; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;124;AF-1;AF-1 125 Sinesi Replica | KW: 20/PK: 27 | 01.1988 - 12.1989; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;124;AF-1;AF-1 125 Sport Pro | KW: 18/PK: 24 | 01.1992 - 12.1993; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP7Z
APRILIA ;124;ATLANTIC;Atlantic 125 (SP) | KW: 10/PK: 14 | 01.2003 - 12.2013; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;124;ATLANTIC;Atlantic 125 (SP) | KW: 7/PK: 10 | 01.2003 - 12.2013; YB9B;;;;; GB9B; LFP14
APRILIA ;124;HABANA;Habana 125 (PM) | KW: 8/PK: 10 | 01.2000 - 12.2001;;;; YTX9-4;; GTX9-4; LFP9
APRILIA ;124;HABANA;Habana 125 Custom (PM) | KW: 8/PK: 10 | 01.2000 - 12.2001;;;; YTX9-4;; GTX9-4; LFP9
APRILIA ;124;MOJITO;Mojito 125 | KW: 6/PK: 9 | 01.2000 -;;;; YTX9-4;; GTX9-4; LFP7
APRILIA ;124;MOJITO;Mojito 125 Custom (RY) | KW: 7/PK: 10 | 06.2007 - 12.2013;;;; YTX7-3;; GTX7-3; LFP7
APRILIA ;124;RS;RS 125 (KC) | KW: 11/PK: 15 | 01.2017 -;;;; YTZ7-S;; GTZ7-S; LFP7Z
APRILIA ;124;RS;RS 125 (MP) | KW: 23/PK: 31 | 01.1995 - 12.1997; YB9B;;;;; GB9B; LFP7Z
APRILIA ;124;RS;RS 125 Extre (GS) | KW: 11/PK: 15 | 01.1992 - 12.1994; YB9B;;;;; GB9B; LFP7Z
APRILIA ;124;RS;RS 125 Extre (GS) | KW: 23/PK: 31 | 01.1992 - 12.1995; YB9B;;;;; GB9B; LFP7Z
APRILIA ;124;RS;RS 125 Replica (GS) | KW: 11/PK: 15 | 01.1992 - 12.1994; YB9B;;;;; GB9B; LFP7Z
APRILIA ;124;RX;RX 125 | KW: 6/PK: 8 | 01.1985 -; YB9B;;;;; GB9B;
APRILIA ;124;SPORTCITY;Sportcity 125 (VB) | KW: 9/PK: 12 | 01.2005 - 12.2008;;;; YT12B-4;; GT12B-4; LFP14
APRILIA ;124;SPORTCITY;Sportcity 125 | KW: 11/PK: 15 | 01.2004 -;;;; YTX12-4;; GTX12-4; LFP14
APRILIA ;124;SPORTCITY;Sportcity 125 One | KW: 7/PK: 10 | 12.2005 - 12.2013;;;; YT12B-4;; GT12B-4; LFP14
APRILIA ;124;SPORTCITY;Sportcity CUBE 125 | KW: 11/PK: 15 | 06.2008 - 12.2013;;;; YTX12-4;; GTX12-4; LFP14
APRILIA ;124;SPORTCITY;Sportcity CUBE 125 Black Line | KW: 11/PK: 15 | 06.2010 - 12.2013;;;; YTX12-4;; GTX12-4; LFP14
APRILIA ;124;SR;SR 125 (PX) | KW: 10/PK: 13 | 01.1999 - 12.2002;;;; YTX7-3;; GTX7-3; LFP7
APRILIA ;124;SR;SR 125 Motard (M70) | KW: 7/PK: 10 | 09.2010 -; YB9B;;;;; GB9B; LFP7
APRILIA ;124;SR;SR 125 Racing (PX) | KW: 10/PK: 13 | 01.2000 - 12.2002;;;; YTX7-3;; GTX7-3; LFP7
APRILIA ;124;SR X;SR x 125 i.e | KW: 11/PK: 15 | 01.2012 -;;;; YTX12-4;; GTX12-4; LFP14
APRILIA ;124;TUAREG;Tuareg 125 | KW: 18/PK: 24 | 01.1985 - 12.1992; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;CLASSIC;Classic 125 | KW: 8/PK: 11 | 01.1997 - 12.2001; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;ETX;ETX 125 (PH) | KW: 11/PK: 15 | 01.1998 - 12.2003; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;LEONARDO;Leonardo 125 () | KW: 9/PK: 12 | 01.1996 - 12.2001; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;125;LEONARDO;Leonardo 125 ST (TB) | KW: 9/PK: 12 | 01.2002 - 12.2004; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;125;MX;MX 125 (TZ) | KW: 11/PK: 15 | 01.2004 - 12.2007; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;125;MX;MX 125 (TZ) | KW: 18/PK: 24 | 01.2004 - 12.2007; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;125;PEGASO;Pegaso 125 | KW: 18/PK: 24 | 01.1992 - 12.1995; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RED ROSE;Red Rose 125 (BC) | KW: 20/PK: 27 | 01.1989 - 12.1992; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RED ROSE;Red Rose 125 (BC) | KW: 20/PK: 27 | 01.1993 - 12.1997; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 (MP) | KW: 11/PK: 15 | 01.1995 - 12.2001; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 (MP) | KW: 18/PK: 24 | 01.1995 - 12.1998; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 (PY) | KW: 11/PK: 15 | 01.2010 - 12.2012; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 (PY) | KW: 21/PK: 29 | 02.2006 -; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 (PY) | KW: 5/PK: 7 | 02.2006 -; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 (RD) | KW: 11/PK: 15 | 01.2007 - 12.2009; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 (RD) | KW: 17/PK: 23 | 01.2007 - 12.2009; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 (RD) | KW: 22/PK: 29 | 01.2007 - 12.2007; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 Extre (MP) | KW: 22/PK: 29 | 01.1995 - 12.2001; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Extre (PY) | KW: 22/PK: 29 | 01.2010 - 12.2012; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Extre (RD) | KW: 22/PK: 29 | 01.2007 - 12.2009; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Extre (SF) | KW: 22/PK: 29 | 01.2002 - 12.2006; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Replica (GS) | KW: 23/PK: 31 | 01.1992 - 12.1994; YB9B;;;;; GB9B; LFP7Z
APRILIA ;125;RS;RS 125 Replica (MP) | KW: 22/PK: 29 | 01.1995 - 12.2001; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Replica (PY) | KW: 22/PK: 29 | 01.2010 - 12.2012; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Replica (RD) | KW: 22/PK: 29 | 01.2007 - 12.2009; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Replica (SF) | KW: 22/PK: 29 | 01.2002 - 12.2006; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Spain's No. 1-Replica (SF) | KW: 11/PK: 15 | 01.2007 - 12.2009; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Spain's No. 1-Replica (SF) | KW: 17/PK: 23 | 01.2008 - 12.2009; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Spain's No. 1-Replica (SF) | KW: 22/PK: 29 | 01.2007 - 12.2007; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Talsci-Replica (RD) | KW: 11/PK: 15 | 07.2008 - 12.2009; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Talsci-Replica (RD) | KW: 17/PK: 23 | 07.2008 - 12.2009; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS;RS 125 Tuono (SF) | KW: 22/PK: 29 | 01.2003 - 12.2004; YB9B;;;;; GB9B; LFP5
APRILIA ;125;RS4;RS4 125 | KW: 11/PK: 15 | 04.2011 -;;;; YTX7-3;; GTX7-3; LFP7
APRILIA ;125;RS4;RS4 125 SBK Replica 2012 | KW: 11/PK: 15 | 06.2012 -;;;; YTX7-3;; GTX7-3; LFP7
APRILIA ;125;RX;RX 125 | KW: 11/PK: 15 | 04.2008 -; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;125;RX;RX 125 | KW: 17/PK: 23 | 04.2008 - 12.2013; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B;
APRILIA ;125;SCARABEO;Scarabeo 125 (PC) | KW: 9/PK: 12 | 01.1999 - 12.2003; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;125;SCARABEO;Scarabeo 125 (RB) | KW: 11/PK: 15 | 03.2008 -;;;; YTX12-4;; GTX12-4; LFP14
APRILIA ;125;SCARABEO;Scarabeo 125 (SD) | KW: 9/PK: 12 | 01.2002 - 12.2002; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;125;SCARABEO;Scarabeo 125 (TD) | KW: 10/PK: 13 | 01.2003 - 12.2007; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;125;SCARABEO;Scarabeo 125 Touring (PC) | KW: 9/PK: 12 | 01.2000 - 12.2003; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;125;SX;SX 125 (SX125MY) | KW: 11/PK: 15 | 05.2008 - 12.2011; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;125;SX;SX 125 (SX125MY) | KW: 16/PK: 22 | 05.2008 - 12.2010; YB4L-B; YTX4L-BS;; SLA 12-4S;; GB4L-B; LFP5
APRILIA ;150;SR;SR 150 (PX) | KW: 11/PK: 15 | 01.1999 - 12.2000;;;; YTX7-3;; GTX7-3; LFP7
APRILIA ;151;LEONARDO;Leonardo 150 () | KW: 10/PK: 14 | 01.1997 - 12.2000; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;151;LEONARDO;Leonardo 150 (TB) | KW: 10/PK: 13 | 01.2002 -; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;151;MOJITO;Mojito 150 (RY) | KW: 8/PK: 11 | 01.2004 -;;;; YTX7-3;; GTX7-3; LFP7
APRILIA ;151;SCARABEO;Scarabeo 150 (PC) | KW: 7/PK: 10 | 01.1999 - 12.2004; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;181;SCARABEO;Scarabeo 200 (RB) | KW: 14/PK: 19 | 03.2008 -; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;197;SPORTCITY;Sportcity 200 | KW: 19/PK: 25 | 01.2004 - 12.2008;;;; YTX12-4;; GTX12-4; LFP14
APRILIA ;198;ATLANTIC;Atlantic 200 (SP) | KW: 14/PK: 19 | 01.2002 - 12.2005; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;198;SCARABEO;Scarabeo 200 (SD) | KW: 13/PK: 18 | 01.2001 -; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;198;SCARABEO;Scarabeo 200 (TD) | KW: 13/PK: 18 | 01.2003 -; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;198;SPORTCITY;Sportcity 200 | KW: 13/PK: 18 | 01.2006 - 12.2007;;;; YT12B-4;; GT12B-4; LFP14
APRILIA ;199;SPORTCITY;Sportcity CUBE 200 | KW: 15/PK: 20 | 05.2006 -;;;; YT12B-4;; GT12B-4; LFP14
APRILIA ;244;ATLANTIC;Atlantic 250 (SP) | KW: 15/PK: 20 | 01.2004 - 12.2009; YB12AL-A;;;;; GB12AL-A; LFP14
APRILIA ;244;ATLANTIC;Atlantic 250 i.e. | KW: 15/PK: 20 | 01.2006 - 12.2009; YB12AL-A2;;;;; GB12AL-A; LFP14
APRILIA ;244;SCARABEO;Scarabeo 250 (TD) | KW: 16/PK: 22 | 01.2004 - 12.2006; YB12AL-A;;;;; GB12AL-A; LFP14
