Category;Brand;CC;Model;Year;AGM_Premium;MF;Conventional;Conventional_Old
Motorcycles;AERMACCHI;125;SX;-;-;-;-;12N7-3B
Motorcycles;AERMACCHI;175;SX;-;-;-;-;12N7-3B
Motorcycles;AERMACCHI;250;Ala Azzurra/Bianca;-;-;-;-;6N11A-1B
Motorcycles;AERMACCHI;250;Ala Oro/Rossa/Verde;-;-;-;-;6N11A-1B
Motorcycles;AERMACCHI;250;Chimera;-;-;-;-;B39-6
Motorcycles;AERMACCHI;250;SX;-;-;-;-;12N7-3B
Motorcycles;AERMACCHI;350;Ala Azzurra/Bianca;-;-;-;-;6N11A-1B
Motorcycles;AERMACCHI;350;Ala Oro/Rossa/Verde;-;-;-;-;6N11A-1B
Motorcycles;APRILIA;50;AF-1 Futura/Europa;87-94;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Amico GL/LK/LX/Sport;92-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;AREA51;00;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Classic50;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;ET;-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Gulliver AC/LC;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;H2O;00-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Habana, Custom;99;-;-;YB4L-B;-
Motorcycles;APRILIA;50;LC;-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Mc Gulliver;00;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Mojito;-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;MX50;-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Pegaso;00-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Rally;04-05;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Rally AC/LC;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Red Rose/Classic;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Replica;00-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;RS50;00-05;-;-;YB4L-B;-
Motorcycles;APRILIA;50;RS50/Extrema;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;RX-50;-93;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Scarabeo 2T;97-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Scarabeo 4T;03-;-;-;YB9-B;-
Motorcycles;APRILIA;50;Scarabeo 50;00-03;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Scarabeo Diech;02-;-;YTX5L-BS;-;-
Motorcycles;APRILIA;50;Sonic;00-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;Sonic, GP;99;-;-;YB4L-B;-
Motorcycles;APRILIA;50;SR CARB;08;-;-;YB9-B;-
Motorcycles;APRILIA;50;SR Ditech;01-;-;YTX5L-BS;-;-
Motorcycles;APRILIA;50;SR IE;08;-;-;YB9-B;-
Motorcycles;APRILIA;50;SR LC/Netscaper;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;SR Netscaper;00-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;SR Replica/Racing;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;SR Stealth/WWW;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;50;SR Urban/Viper;-;-;-;YB4L-B;-
Motorcycles;APRILIA;50;SR50;00-01;-;-;YB4L-B;-
Motorcycles;APRILIA;50;SR50 Ditech;01-05;-;YTX5L-BS;-;-
Motorcycles;APRILIA;50;Tuareg Rally/Wind;-97;-;-;YB4L-B;-
Motorcycles;APRILIA;100;Scarabeo 2T;00;-;YTX5L-BS;-;-
Motorcycles;APRILIA;100;Scarabeo 4T;00-;-;-;YB9-B;-
Motorcycles;APRILIA;125;AF-1 Futura/Europa;-94;-;-;YB9-B;-
Motorcycles;APRILIA;125;AF-1 Project108/Replica;-94;-;-;YB9-B;-
Motorcycles;APRILIA;125;AF-1 Sintesi/Sport Pro;-94;-;-;YB9-B;-
Motorcycles;APRILIA;125;AS R;-;-;-;-;12N.5-3B
Motorcycles;APRILIA;125;Atlantic;-;-;-;YB12AL-A;-
Motorcycles;APRILIA;125;Classic;-;-;-;YB9-B;-
Motorcycles;APRILIA;125;ETX E-Starter;-;-;-;YB9-B;-
Motorcycles;APRILIA;125;ETX Kick Starter;-;-;-;-;12N5.5-3B
Motorcycles;APRILIA;125;Habana, Custome;-;-;YTX9-BS;-;-
Motorcycles;APRILIA;125;Leonardo;96-01;-;-;YB12AL-A;-
Motorcycles;APRILIA;125;Mojito;-;-;YTX7L-BS;-;-
Motorcycles;APRILIA;125;MX125;-;-;-;YB4L-B;-
Motorcycles;APRILIA;125;Pegaso;-95;-;-;YB9-B;-
Motorcycles;APRILIA;125;Rambla;08;-;YTX12-BS;-;-
Motorcycles;APRILIA;125;Red Rose/Classic;-97;-;-;YB9-B;-
Motorcycles;APRILIA;125;RS Extrema, RX;-97;-;-;YB9-B;-
Motorcycles;APRILIA;125;RS Replica;-93;-;-;YB9-B;-
Motorcycles;APRILIA;125;RS125;95-;-;-;YB9-B;-
Motorcycles;APRILIA;125;Scarabeo;99-07;-;-;YB12AL-A;-
Motorcycles;APRILIA;125;Scarabeo;08-;-;YTX12-BS;-;-
Motorcycles;APRILIA;125;Sport city;08-;-;YTX12-BS;-;-
Motorcycles;APRILIA;125;Sport city;-;-;YT12B-BS;-;-
Motorcycles;APRILIA;125;SR125;99;-;YTX7L-BS;-;-
Motorcycles;APRILIA;125;ST, STX E-Starter;-;-;-;YB9-B;-
Motorcycles;APRILIA;125;ST, STX Kick Starter;-;-;-;-;12N5.5-3B
Motorcycles;APRILIA;125;ST/STX/ETX;-;-;-;-;12N5.5-3B
Motorcycles;APRILIA;125;Tuareg E-Starter;-;-;-;YB9-B;-
Motorcycles;APRILIA;125;Tuareg Kick Starter;-;-;-;-;12N5.5-3B
Motorcycles;APRILIA;125;Tuareg Rally;-86;-;-;-;6N4-2A-4
Motorcycles;APRILIA;125;Tuareg Rally;87;-;-;YB2.5L-C-2;-
Motorcycles;APRILIA;125;Tuareg Rally/Wind;87-94;-;-;YB9-B;-
Motorcycles;APRILIA;125;Tuono;-;-;-;YB9-B;-
Motorcycles;APRILIA;150;Leonardo;99-02;-;-;YB12AL-A;-
Motorcycles;APRILIA;150;Mojito;-;-;YTX7L-BS;-;-
Motorcycles;APRILIA;150;Scarabeo;99-;-;-;YB12AL-A;-
Motorcycles;APRILIA;150;SR150;00;-;YTX7L-BS;-;-
Motorcycles;APRILIA;200;Atlantic;-;-;-;YB12AL-A;-
Motorcycles;APRILIA;200;Scarabeo;00-;-;-;YB12AL-A;-
Motorcycles;APRILIA;200;Sport city;-;-;YT12B-BS;-;-
Motorcycles;APRILIA;250;Atlantic;-;-;-;YB12AL-A;-
Motorcycles;APRILIA;250;ETX E-Starter;-;-;-;-;12N14-3A
Motorcycles;APRILIA;250;ETX Kick-Starter;-;-;-;-;12N5.5-3B
Motorcycles;APRILIA;250;Leonardo, ST SP;99-;-;-;YB12AL-A;-
Motorcycles;APRILIA;250;Rambla;-;-;YTX12-BS;-;-
Motorcycles;APRILIA;250;RS Replica;-;-;-;YB4L-B;-
Motorcycles;APRILIA;250;RS250;95-04;-;-;YB4L-B;-
Motorcycles;APRILIA;250;Scarabeo;-8;-;-;YB12AL-A;-
Motorcycles;APRILIA;250;Scarabeo;08-;-;YTX12-BS;-;-
Motorcycles;APRILIA;250;Sport city;-;-;YTX12-BS;-;-
Motorcycles;APRILIA;300;Leonardo;-;-;-;YB12AL-A;-
Motorcycles;APRILIA;350;ETX E-Starter;-;-;-;YB14L-A2;-
Motorcycles;APRILIA;350;ETX Kick-Starter;-;-;-;-;12N5.5-3B
Motorcycles;APRILIA;350;Tuareg Wind;87-88;-;-;YB14L-A2;-
Motorcycles;APRILIA;350;Tuareg Wind;88-94;-;-;YB9-B;-
Motorcycles;APRILIA;400;Atlantic;-;-;YTX12-BS;-;-
Motorcycles;APRILIA;400;Scarabeo;-;-;YTX12-BS;-;-
Motorcycles;APRILIA;450;Enduro;-;-;YTX7A-BS;-;-
Motorcycles;APRILIA;450;Motard;-;-;YTX7A-BS;-;-
Motorcycles;APRILIA;500;Atlantic;03-05;-;-;YB14L-A2;-
Motorcycles;APRILIA;500;Atlantic;06-;-;YTX12-BS;-;-
Motorcycles;APRILIA;500;Scarabeo;-8;-;-;YB14L-A2;-
Motorcycles;APRILIA;500;Scarabeo;08-;-;YTX12-BS;-;-
Motorcycles;APRILIA;550;Enduro;-;-;YTX7A-BS;-;-
Motorcycles;APRILIA;550;Motard;-;-;YTX7A-BS;-;-
Motorcycles;APRILIA;600;ETX E-Starter;-;-;-;YB14L-A2;-
Motorcycles;APRILIA;600;ETX Kick Starter;-;-;-;-;12N5.5-3B
Motorcycles;APRILIA;600;Pegaso;88-94;-;-;YB14L-A2;-
Motorcycles;APRILIA;600;Tuareg Wind;87-91;-;-;YB14L-A2;-
Motorcycles;APRILIA;650;ETX E-Starter;-;-;-;YB14L-A2;-
Motorcycles;APRILIA;650;ETX Kick-Starter;-;-;-;-;12N5.5-3B
Motorcycles;APRILIA;650;Moto6.5;95-99;-;-;YB12AL-A2;-
Motorcycles;APRILIA;650;Pegaso;92-03;-;-;YB12AL-A2;-
Motorcycles;APRILIA;650;Pegaso Strada;05-;-;YTX12-BS;-;-
Motorcycles;APRILIA;650;Pegaso/IE;97-02;-;-;YB12AL-A;-
Motorcycles;APRILIA;650;Stark;00-;-;-;YB14L-A2;-
Motorcycles;APRILIA;750;Dorsoduro;-;-;YTX14-BS;-;-
Motorcycles;APRILIA;750;SHIVER;-;-;YTX14-BS;-;-
Motorcycles;APRILIA;800;MANA;-;-;YTX14-BS;-;-
Motorcycles;APRILIA;1000;ETV Caponord;02-03;-;YTX14-BS;-;-
Motorcycles;APRILIA;1000;RST Futura;01-04;-;YTX12-BS;-;-
Motorcycles;APRILIA;1000;RSV 1000 Factory;04-05;-;YTX12-BS;-;-
Motorcycles;APRILIA;1000;RSV 1000 Mille;00;-;YTX14-BS;-;-
Motorcycles;APRILIA;1000;RSV 1000 Mille;00-03;-;YTX12-BS;-;-
Motorcycles;APRILIA;1000;RSV 1000 Mille R;00-05;-;YTX12-BS;-;-
Motorcycles;APRILIA;1000;RSV 1000 Mille SP;99;-;YTX12-BS;-;-
Motorcycles;APRILIA;1000;SL Falco;00-03;-;YTX14-BS;-;-
Motorcycles;APRILIA;1000;Tuono;03-05;-;YTX12-BS;-;-
Motorcycles;APRILIA;1000;Tuono Fighter;03-;-;YTX12-BS;-;-
Motorcycles;ATK;All Electric Start Models;;96-01;-;YTX7L-BS;-;-
Motorcycles;ATK;All Electric Start Models;;91-95;-;YTX9-BS;-;-
Motorcycles;BENELLI;50;491GT/Sport/Racing;-97;-;-;YB4L-B;-
Motorcycles;BENELLI;50;Devil 50 (c/avv.);-;-;-;YB4L-B;-
Motorcycles;BENELLI;50;Devil E-Starter;94-95;-;-;YB4L-B;-
Motorcycles;BENELLI;50;K2;97;-;-;YB4L-B;-
Motorcycles;BENELLI;50;KBX 50 Race;-;-;-;YB4L-B;-
Motorcycles;BENELLI;50;Pepe;00;-;-;YB4L-B;-
Motorcycles;BENELLI;50;Scooty LX/DLX;-;-;-;YB4L-B;-
Motorcycles;BENELLI;80;Devil;94-95;-;-;YB4L-B;-
Motorcycles;BENELLI;80;KBX;94;-;-;YB4L-B;-
Motorcycles;BENELLI;100;K2;00-;-;-;YB5L-B;-
Motorcycles;BENELLI;125;125 Cross;-;-;-;-;6N11A-1B
Motorcycles;BENELLI;125;125 Custom Guzzi;-;-;-;-;12N5.5-4A
Motorcycles;BENELLI;125;125 Guzzi;-;-;-;-;12N5.5-4A
Motorcycles;BENELLI;125;125 Jarno (c/avv.);-;-;-;YB9-B;-
Motorcycles;BENELLI;125;125 Scooter;-;-;-;YB9L-B;-
Motorcycles;BENELLI;125;125-2 CSE;-;-;-;-;6N11A-1B
Motorcycles;BENELLI;125;125CS;-;-;-;YB9-B;-
Motorcycles;BENELLI;125;125T Sport;-;-;-;-;6N11A-1B
Motorcycles;BENELLI;125;Adiva;00;-;YTX14-BS;-;-
Motorcycles;BENELLI;125;Jarno E-Starter;00;-;-;-;12N9-4B-1
Motorcycles;BENELLI;125;Velvet;00;-;YTX9-BS;-;-
Motorcycles;BENELLI;150;Adiva150;00;-;YTX14-BS;-;-
Motorcycles;BENELLI;150;Velvet;00;-;YTX9-BS;-;-
Motorcycles;BENELLI;250;4 Zyl. (Cyld.);-;-;-;YB12A-A;-
Motorcycles;BENELLI;250;TS250;-;-;-;-;6N11A-1B
Motorcycles;BENELLI;250;Velvet;00;-;YTX12-BS;-;-
Motorcycles;BENELLI;254;4 Zyl. (Cyld.);-;-;-;YB9-B;-
Motorcycles;BENELLI;350;350RS;00;-;-;53030;-
Motorcycles;BENELLI;354;4 Zyl. (Cyld.);-;-;-;YB14L-A2;-
Motorcycles;BENELLI;500;LS;-;-;-;YB14L-A2;-
Motorcycles;BENELLI;500;Quattro;00;-;-;53030;-
Motorcycles;BENELLI;500;SS;00;-;-;-;12N12A-4A-1
Motorcycles;BENELLI;504;4 Zyl. (Cyld.);-;-;-;YB14L-A2;-
Motorcycles;BENELLI;650;650 Tornado U.T.;-;-;-;YB12A-A;-
Motorcycles;BENELLI;750;Sei;00;-;-;YB14L-A2;-
Motorcycles;BENELLI;750;SS;00;-;-;-;12N12A-4A-1
Motorcycles;BENELLI;900;900 (6 Cilindri);-;-;-;53030;-
Motorcycles;BENELLI;900;Sei;-;-;-;53030;-
Motorcycles;BENELLI;900;Tornado;-;-;-;-;12N12A-4A-1
Motorcycles;BETAMOTOR;50;Adventure;-;-;-;YB4L-B;-
Motorcycles;BETAMOTOR;50;Ark Air/Ark Lc;-97;-;-;YB4L-B;-
Motorcycles;BETAMOTOR;50;Chrono;95;-;-;YB4L-B;-
Motorcycles;BETAMOTOR;50;Eikon;00;-;-;YB4L-B;-
Motorcycles;BETAMOTOR;50;Quadra;-97;-;-;YB4L-B;-
Motorcycles;BETAMOTOR;50;Tempo;-;-;-;YB4L-B;-
Motorcycles;BETAMOTOR;125;Eikon;00-;-;YTX9-BS;-;-
Motorcycles;BETAMOTOR;150;Eikon;00-;-;YTX9-BS;-;-
Motorcycles;BETAMOTOR;600;YB9;00-;-;-;YB12AL-A2;-
Motorcycles;BETAMOTOR;750;SB3;00-;-;-;-;12N14-3A
Motorcycles;BETAMOTOR;900;HS2900;00-;-;-;YB14L-A2;-
Motorcycles;BETAMOTOR;1000;YB10 Dieci;00-;-;YTX14-BS;-;-
Motorcycles;BETAMOTOR;1000;YB6;-;-;-;YB14L-A2;-
Motorcycles;BIG DOG;All;All Models;All;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;BIMOTA;600;YB9;-;-;-;YB12AL-A2;-
Motorcycles;BIMOTA;750;SB3;-;-;-;-;12N14-3A
Motorcycles;BIMOTA;900;DB2;93-95;-;-;YB14-A2;-
Motorcycles;BIMOTA;900;DB2 Final Edition;97;-;-;YB14-A2;-
Motorcycles;BIMOTA;900;DB3 Mantra;97-99;-;YTX7L-BS (x2);-;-
Motorcycles;BIMOTA;900;DB4;98-00;Not available;-;-;-
Motorcycles;BIMOTA;900;HS2900;-;-;-;YB14L-A2;-
Motorcycles;BIMOTA;900;Tesi;91-95;-;-;YB14-A2;-
Motorcycles;BIMOTA;996;SB8R, SB8RS;98-00;-;YTX12-BS;-;-
Motorcycles;BIMOTA;1000;Gobert;-;-;-;YB14L-A2;-
Motorcycles;BIMOTA;1000;Santamonica;-;-;-;YB14L-A2;-
Motorcycles;BIMOTA;1000;Tesi 2d;-;-;-;YB14L-A2;-
Motorcycles;BIMOTA;1000;YB10 DIECI;-;-;YTX14-BS;-;-
Motorcycles;BIMOTA;1000;YB11;96-99;-;YTX12-BS;-;-
Motorcycles;BIMOTA;1000;YB8/YB10;92-95;YTX14AHL-BS;-;-;-
Motorcycles;BIMOTA;1100;SB6, SB7;95-97;-;YTX7L-BS (x2);-;-
Motorcycles;BIMOTA;1100;SB6R;97-99;-;YTX12-BS;-;-
Motorcycles;BIMOTA;1000;YB6;-;-;-;YB14L-A2;-
Motorcycles;BMW;125;C1;00-;-;-;YB14L-A2;-
Motorcycles;BMW;150;C1;00-;-;-;YB14L-A2;-
Motorcycles;BMW;200;C1;00-;-;-;YB14L-A2;-
Motorcycles;BMW;250;R25/2/3;-;-;-;-;B49-6
Motorcycles;BMW;260;R26;-;-;-;-;B39-6
Motorcycles;BMW;260;R26, R27 Single Cylinder;55-69;-;-;-;6N11A-1B
Motorcycles;BMW;260;R27;-;-;-;-;6N11A-1B
Motorcycles;BMW;450;R45N;78-88;-;-;51814;-
Motorcycles;BMW;500;R50/2 Twin Cylinders;55-69;-;-;-;B38-6A
Motorcycles;BMW;500;R50/5;-;-;-;51814;-
Motorcycles;BMW;500;R50/R 50S/R 50-2/;-;-;-;51814;-
Motorcycles;BMW;500;R50/S Twin Cylinders;55-69;-;-;-;B38-6A
Motorcycles;BMW;500;R51/R51-2-3;00-;-;-;-;B49-6
Motorcycles;BMW;600;60-5;00-;-;-;51814;-
Motorcycles;BMW;600;F650;93-01;-;-;YB12AL-A2;-
Motorcycles;BMW;600;F650, S;93-;-;-;52515;-
Motorcycles;BMW;600;F650CS/GS/ST;98-02;-;-;YB12AL-A2;-
Motorcycles;BMW;600;R60, R60/2 Twin Cylinders;55-69;-;-;-;B38-6A
Motorcycles;BMW;600;R60/5;70-73;-;-;51814;-
Motorcycles;BMW;600;R60/6, R60/7;-84;-;-;53030;-
Motorcycles;BMW;600;R60/6, R60/7;69-84;-;-;53030;-
Motorcycles;BMW;600;R60LS;00-;-;-;51814;-
Motorcycles;BMW;600;R60S;00-;-;-;-;12N14-3A
Motorcycles;BMW;600;R65;85-;-;-;52515;-
Motorcycles;BMW;600;R65/GS;86-92;-;-;51814;-
Motorcycles;BMW;600;R65LS;81-85;-;-;51814;-
Motorcycles;BMW;600;R69S;-;-;-;-;B49-6
Motorcycles;BMW;650;F650;93-;-;-;YB12AL-A2;-
Motorcycles;BMW;650;F650GS;-;-;YTX14-BS;-;-
Motorcycles;BMW;650;R65;84-95;-;-;53030;-
Motorcycles;BMW;650;R65LS;78-84;-;-;51814;-
Motorcycles;BMW;700;R69 - R69S;55-69;-;-;-;B38-6A
Motorcycles;BMW;750;K75;85-86;-;-;51814;-
Motorcycles;BMW;750;K75;87-92;-;-;52515;-
Motorcycles;BMW;750;K75;93-95;-;-;51913;-
Motorcycles;BMW;750;K75, RT;85-95;-;-;53030;-
Motorcycles;BMW;750;K75, -S, -RT,RTJ;-;-;-;52515;-
Motorcycles;BMW;750;K75C;85-86;-;-;51814;-
Motorcycles;BMW;750;K75C;87-93;-;-;52515;-
Motorcycles;BMW;750;K75C, S;85-95;-;-;51814;-
Motorcycles;BMW;750;K75RT;92-96;-;-;51913;-
Motorcycles;BMW;750;K75S;85-86;-;-;51814;-
Motorcycles;BMW;750;K75S;87-92;-;-;52515;-
Motorcycles;BMW;750;R75/5;70-73;-;-;51814;-
Motorcycles;BMW;750;R75/6;69-76;-;-;53030;-
Motorcycles;BMW;750;R75/6, R75/7;-84;-;-;53030;-
Motorcycles;BMW;750;R75/7;76-84;-;-;53030;-
Motorcycles;BMW;750;R75-5 (Bicylinder);00-;-;-;51814;-
Motorcycles;BMW;750;R75-6;00-;-;-;53030;-
Motorcycles;BMW;800;F800, GS, ST;-;-;YTX14-BS;-;-
Motorcycles;BMW;800;R80;86-92;-;-;52515;-
Motorcycles;BMW;800;R80 G/S;81-86;-;-;51814;-
Motorcycles;BMW;800;R80 G/S;90-95;-;-;52515;-
Motorcycles;BMW;800;R80, R80RT;84-95;-;-;53030;-
Motorcycles;BMW;800;R80, R80RT;85-;-;-;52515;-
Motorcycles;BMW;800;R80/7, R80RT;-84;-;-;53030;-
Motorcycles;BMW;800;R80/7, R80RT;78-84;-;-;53030;-
Motorcycles;BMW;800;R80ET;00-;-;-;53030;-
Motorcycles;BMW;800;R80GS;88-;-;-;52515;-
Motorcycles;BMW;800;R80GS, R80ST;80-96;-;-;51814;-
Motorcycles;BMW;800;R80R;91-95;-;-;52515;-
Motorcycles;BMW;800;R80ST;86-90;-;-;51814;-
Motorcycles;BMW;850;R850R;95-97;-;-;51913;-
Motorcycles;BMW;850;R85C;99-01;-;-;51913;-
Motorcycles;BMW;850;R85R/RT/GS, R259;01;-;-;51913;-
Motorcycles;BMW;900;R90/6, R90S;-84;-;-;53030;-
Motorcycles;BMW;900;R90/6, R9OS;69-76;-;-;53030;-
Motorcycles;BMW;900;R90ST;00-;-;-;51814;-
Motorcycles;BMW;1000;All K Models;83-93;-;-;53030;-
Motorcycles;BMW;1000;K1;93;-;-;51913;-
Motorcycles;BMW;1000;K1;89-92;-;-;52515;-
Motorcycles;BMW;1000;K100;83-94;-;-;52515;-
Motorcycles;BMW;1000;K100LT/RS;83-91;-;-;52515;-
Motorcycles;BMW;1000;K100RT;83-93;-;-;52515;-
Motorcycles;BMW;1000;R100 CS, RS, RT, S, T;-84;-;-;53030;-
Motorcycles;BMW;1000;R100, -CS;80-84;-;-;52515;-
Motorcycles;BMW;1000;R100/7;76-84;-;-;53030;-
Motorcycles;BMW;1000;R100CS;76-84;-;-;53030;-
Motorcycles;BMW;1000;R100GS, -Basic, -Mystic;90-95;-;-;52515;-
Motorcycles;BMW;1000;R100GS, PD, R, RS, RT;87-95;-;-;53030;-
Motorcycles;BMW;1000;R100PD;90-95;-;-;52515;-
Motorcycles;BMW;1000;R100R;00-;-;-;51913;-
Motorcycles;BMW;1000;R100R;91-95;-;-;52515;-
Motorcycles;BMW;1000;R100RM;91-95;-;-;52515;-
Motorcycles;BMW;1000;R100RT, R100RS;87-94;-;-;52515;-
Motorcycles;BMW;1100;K1100-LT;93-98;-;-;51913;-
Motorcycles;BMW;1100;K1100LT/RS;90-95;-;-;51913;-
Motorcycles;BMW;1100;K1100RS;93-96;-;-;51913;-
Motorcycles;BMW;1100;R1100GS;94-00;-;-;51913;-
Motorcycles;BMW;1100;R1100R, LT, RS. RT;94-01;-;-;51913;-
Motorcycles;BMW;1100;R1100RS, RT;93-;-;-;51913;-
Motorcycles;BMW;1100;R1100S;99-02;-;-;51913;-
Motorcycles;BMW;1150;R1150 GS;00-02;-;-;51913;-
Motorcycles;BMW;1150;R1150GS, R;00-;-;-;51913;-
Motorcycles;BMW;1150;R1150R/RS/RT;01-02;-;-;51913;-
Motorcycles;BMW;1200;K1200 Cruiser;98-02;-;-;51913;-
Motorcycles;BMW;1200;K1200LT, GT, RS, S;97-;-;-;51913;-
Motorcycles;BMW;1200;K1200R, S;-;-;YTX14-BS;-;-
Motorcycles;BMW;1200;R1200C, RT;98-;-;-;51913;-
Motorcycles;BMW;1200;R1200GS, K1200R;05-;-;YTX14-BS;-;-
Motorcycles;BMW;1200;R1200R, S;-;-;YTX14-BS;-;-
Motorcycles;BSA;nan;250, 350, 400, 441, 500 (12V);-;-;-;YB7-A;12N7-4A
Motorcycles;BSA;nan;250, 350, 650 (6V);-;-;-;-;B39-6
Motorcycles;BSA;nan;600, 650, 750 (12V);-;-;-;YB7-A;-
Motorcycles;BSA;nan;Rocket 750, Thunderbolt;-;-;-;YB9L-B;-
Motorcycles;BSA;nan;Spitfire HK35, Starfire B25;-;-;-;YB9L-B;-
Motorcycles;BSA;1200;500 Gold Star;-;-;-;-;B38-6A
Motorcycles;BSA;1200;500, 600, 650, 750 (12V);-;-;-;YB7-A;12N7-4A
Motorcycles;BSV;50;GP Dio, Sp Dio;-;-;YTX4L-BS;-;-
Motorcycles;BSV;50;GZ;-;-;YTX4L-BS;-;-
Motorcycles;BSV;50;ZX;94-95;YTX4L-BS;YT4L-BS;-;-
Motorcycles;BSV;100;R100 S;77-79;-;-;53030;-
Motorcycles;BSV;100;R100 T;78-81;-;-;53030;-
Motorcycles;BUELL;500;Blast;00-08;-;YTX14-BS;-;-
Motorcycles;BUELL;984;XB9R Firebolt, XB9S Lightning;02-08;-;YTX14 (FA);-;-
Motorcycles;BUELL;1000;RR1000;87;YTX20H-BS;YTX20-BS;YB16B-CX;-
Motorcycles;BUELL;1125;1125R;08-;-;YTX14L (FA);-;-
Motorcycles;BUELL;1200;M2 Cyclone;97-02;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;BUELL;1200;RR1200;88-90;YTX20H-BS;YTX20-BS;YB16B-CX;-
Motorcycles;BUELL;1200;RS1200;89-93;YTX20H-BS;YTX20-BS;YB16B-CX;-
Motorcycles;BUELL;1200;RSS1200;91-93;YTX20H-BS;YTX20-BS;YB16B-CX;-
Motorcycles;BUELL;1200;S1 Lightning;96-99;-;YTX14-BS*;-;-
Motorcycles;BUELL;1200;S1 Lightning, WL White;96-99;YTX20HL-BS;-;-;-
Motorcycles;BUELL;1200;S2, S2T Thunderbolt;94-96;YTX20H-BS;YTX20-BS;YB16B-CX;-
Motorcycles;BUELL;1200;S3, S3T Thunderbolt;97-02;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;BUELL;1200;X1 Lightning;99-02;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;BUELL;1200;XB12R Firebolt, XB12S Lightning;04-08;-;YTX14 (FA);-;-
Motorcycles;BUELL;1200;XB12S Lightning;04-06;-;YTX14-BS;-;-
Motorcycles;BUELL;1200;XB12X Ulysses;06-08;-;YTX14 (FA);-;-
Motorcycles;CAGIVA;50;City, Lucky, Explorer;94-97;-;YTX4L-BS;-;-
Motorcycles;CAGIVA;50;Cocis, Prima, Supercity;-;-;-;YB5L-B;-
Motorcycles;CAGIVA;50;Cucciolo, Mito;98;-;-;YB4L-B;-
Motorcycles;CAGIVA;50;K3, W4;98;-;-;YB4L-B;-
Motorcycles;CAGIVA;50;Prima;-;-;-;YB5L-B;-
Motorcycles;CAGIVA;125;Aletta Oro El.-Starter;-;-;-;YB12A-A;-
Motorcycles;CAGIVA;125;Aletta Oro Kick Starter;-;-;-;-;12N5.5-4A
Motorcycles;CAGIVA;125;Blues, Elefantre;-;-;-;YB12A-A;-
Motorcycles;CAGIVA;125;Crouser, CUCC125;87-88;-;-;YB9-B;-
Motorcycles;CAGIVA;125;Cuccido;-;-;-;YB9L-A2;-
Motorcycles;CAGIVA;125;Elefant, SST, WSXT;-;-;-;-;12N5.5-4A
Motorcycles;CAGIVA;125;EV;-;-;-;YB9-B;-
Motorcycles;CAGIVA;125;Freccia C9, /C10R, /C12R;87-90;-;-;YB9-B;-
Motorcycles;CAGIVA;125;K7, Passing;-;-;-;YB4L-B;-
Motorcycles;CAGIVA;125;Mito, -2, Replica, Ev.;90-98;-;-;YB9-B;-
Motorcycles;CAGIVA;125;Mitto125, R;94-97;-;-;YB9-B;-
Motorcycles;CAGIVA;125;N90;97;-;-;YB9-B;-
Motorcycles;CAGIVA;125;Planet;98;-;-;YB9-B;-
Motorcycles;CAGIVA;125;Roadster;94-97;-;-;-;12N5.5-4A
Motorcycles;CAGIVA;125;SM125;00;-;YTX5L-BS;-;-
Motorcycles;CAGIVA;125;SST;-;-;-;-;12N5.5-4A
Motorcycles;CAGIVA;125;SST Electra;-;-;-;YB12A-A;-
Motorcycles;CAGIVA;125;Supercity;91-97;-;-;YB9-B;-
Motorcycles;CAGIVA;125;SXT;-;-;-;-;12N5.5-3B
Motorcycles;CAGIVA;125;Tamanaco;-;-;-;YB9-B;-
Motorcycles;CAGIVA;125;W8;-;-;-;YB4L-B;-
Motorcycles;CAGIVA;125;Wre125;00;-;YTX5L-BS;-;-
Motorcycles;CAGIVA;125;WSXT (Aletta Rossa);-;-;-;-;12N5.5-4A
Motorcycles;CAGIVA;200;Elefant;-;-;-;-;12N5.5-4A
