Category;Brand;CC;Model;Year;AGM_Premium;MF;Conventional;Conventional_Old
Motorcycles;YAMAHA;125;125 Enduro;69-71;-;-;-;12N7-3B
Motorcycles;YAMAHA;125;AS2C;69;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;125;AT1E, AT1B, AT1C 125 Enduro;69-71;-;-;YB7L-B;12N7-3B
Motorcycles;YAMAHA;125;AT2, AT3 125 Enduro;72-73;-;-;YB7L-B;12N7-3B
Motorcycles;YAMAHA;125;BL125 Beluga;85;-;-;YB7C-A;-
Motorcycles;YAMAHA;125;DT125;74;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;125;DT125 Enduro;74-81;-;-;YB7L-B;12N7-3B
Motorcycles;YAMAHA;125;DT125LC;84-87;-;-;YB3L-B;-
Motorcycles;YAMAHA;125;DT125R E;88-96;-;-;YB3L-B;-
Motorcycles;YAMAHA;125;Maxster125;00-;-;-;YB7L-B;-
Motorcycles;YAMAHA;125;NXC125;04-;-;YTX7A-BS;-;-
Motorcycles;YAMAHA;125;RD125;75-76;-;-;-;12N5.5A-3B
Motorcycles;YAMAHA;125;RD125LC;82;-;-;YB5L-B;-
Motorcycles;YAMAHA;125;RS125;-;-;-;YB10L-B;12N10-3B
Motorcycles;YAMAHA;125;RX125;95;-;-;-;6N4B-2A
Motorcycles;YAMAHA;125;SR125, T;93-95;-;-;-;12N7-3B
Motorcycles;YAMAHA;125;SV125;90;-;-;-;12N14-3A
Motorcycles;YAMAHA;125;TDR125, R;93-;-;YTX5L-BS;-;-
Motorcycles;YAMAHA;125;Teos;-;-;-;YB7L-B;-
Motorcycles;YAMAHA;125;TTR125E, -S, LE, LES, LWE;03-07;-;YTX4L-BS;-;-
Motorcycles;YAMAHA;125;TW125;004;YTZ7S;-;-;-
Motorcycles;YAMAHA;125;TW125;99-01;-;-;YB7C-A;-
Motorcycles;YAMAHA;125;TZR125, R;-;-;-;YB5L-B;-
Motorcycles;YAMAHA;125;XC125;07;-;YT7B-BS;-;-
Motorcycles;YAMAHA;125;XC125 Beluga;86-92;-;-;YB7C-A;-
Motorcycles;YAMAHA;125;XC125 Cygus-X;04-;-;YTX7A-BS;-;-
Motorcycles;YAMAHA;125;XC125 Riva;87-01;-;-;YB7C-A;-
Motorcycles;YAMAHA;125;XC125 TR Cygnus R;00;-;-;YB7C-A;-
Motorcycles;YAMAHA;125;XC125E;-;-;YTX7A-BS;-;-
Motorcycles;YAMAHA;125;XC125R, T, TR Cygnus;93-;-;YTX7A-BS;-;-
Motorcycles;YAMAHA;125;XC125TRB;07;-;YTX7A-BS;-;-
Motorcycles;YAMAHA;125;XT125;82-83;-;-;-;6N4A-4D
Motorcycles;YAMAHA;125;XTZ125E, K;-;-;-;YB5L-B;-
Motorcycles;YAMAHA;125;XV125;97-;-;-;YB10L-A2;-
Motorcycles;YAMAHA;125;XV125, S Virago;99;-;-;YB5L-B;-
Motorcycles;YAMAHA;125;XVS125;00;-;-;YB7L-B;-
Motorcycles;YAMAHA;125;XVS125;01-04;YTZ7S;-;-;-
Motorcycles;YAMAHA;125;YA6;64-66;-;-;YB10L-B;-
Motorcycles;YAMAHA;125;YAS1/C;68;-;-;-;12N5.5A-3B
Motorcycles;YAMAHA;125;YB125E, C, CE;-;-;-;YB5L-B;-
Motorcycles;YAMAHA;125;YBR125ED;07;-;YTX7L-BS;-;-
Motorcycles;YAMAHA;125;YBR125EG, EGD;05;-;-;YB5L-B;-
Motorcycles;YAMAHA;125;YJ125T Vino 125;04-07;-;YTX7A-BS;-;-
Motorcycles;YAMAHA;125;YP125R Majesty;99-;-;YTX9-BS;YB7L-B2;-
Motorcycles;YAMAHA;125;YZFR125;-;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;135;AT135 Cast;-;YTZ5S;-;-;-
Motorcycles;YAMAHA;135;JT135, T135FI;07;YTZ5S;-;-;-
Motorcycles;YAMAHA;135;T135SE, SEC, HC;-;-;-;YB5L-B;12N5-3B
Motorcycles;YAMAHA;150;FZ150;-;YTZ5S;-;-;-
Motorcycles;YAMAHA;150;RX150;95;-;-;YB3L-B;-
Motorcycles;YAMAHA;150;SR150;93-95;-;-;YB7-A;-
Motorcycles;YAMAHA;150;XC150 Fly One R;98;-;YTX7A-BS;-;-
Motorcycles;YAMAHA;150;YP150;01;-;-;YB7L-B;-
Motorcycles;YAMAHA;150;YTZF-R15;-;YTZ5S;-;-;-
Motorcycles;YAMAHA;175;175 Enduro;69-71;-;-;-;6N2-2A-3
Motorcycles;YAMAHA;175;CT1, CT1B, CT1C 175 Enduro;69-71;-;-;-;6N2-2A-3
Motorcycles;YAMAHA;175;CT2, CT3 175 Enduro;72-73;-;-;-;6N4A-4D
Motorcycles;YAMAHA;175;DT175;07;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;175;DT175 Enduro;74-76;-;-;-;6N4B-2A-3
Motorcycles;YAMAHA;175;DT175 Enduro;78-81;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;180;RT180G;95;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;180;XC180 Cygnus;93;-;-;YB10L-A2;-
Motorcycles;YAMAHA;180;XC180, D, Z Riva;83-85;-;-;YB10L-B;-
Motorcycles;YAMAHA;185;SR185, Exciter;81-82;-;-;YB7L-B;-
Motorcycles;YAMAHA;200;AG200E, F, G;93-;-;-;-;6N4B-2A-3
Motorcycles;YAMAHA;200;AG200FE;-;YTZ7S;-;-;-
Motorcycles;YAMAHA;200;BW200;86-88;-;-;YB7C-A;-
Motorcycles;YAMAHA;200;CS3B, CS3C;70-71;-;-;YB9L-A2;-
Motorcycles;YAMAHA;200;CS5;72;-;-;YB9L-A2;-
Motorcycles;YAMAHA;200;DT200RE;93;-;-;YB3L-B;-
Motorcycles;YAMAHA;200;RD200;74-76;-;-;YB9L-A2;-
Motorcycles;YAMAHA;200;RD200, DX;75-79;-;-;-;12N9-4B-1
Motorcycles;YAMAHA;200;SDR200;-;-;-;YB3L-B;-
Motorcycles;YAMAHA;200;TW200 Trailway;87-07;-;-;YB7C-A;-
Motorcycles;YAMAHA;200;TW200EV, V;87-;-;-;YB7C-A;-
Motorcycles;YAMAHA;200;TW200W1, C, E;07-;-;-;YB7C-A;-
Motorcycles;YAMAHA;200;XC200, Z Riva;87-91;-;-;YB10L-B2;-
Motorcycles;YAMAHA;200;XT200;82-83;-;-;-;6N4A-4D
Motorcycles;YAMAHA;200;YCS1;68;-;-;YB9L-A2;-
Motorcycles;YAMAHA;225;TTR225;99-05;-;-;YB7B-B;-
Motorcycles;YAMAHA;225;TW225E;-;-;-;YB7C-A;-
Motorcycles;YAMAHA;225;XT225;01-07;YTZ7S;-;-;-
Motorcycles;YAMAHA;225;XT225 Serow;92-00;-;YTX7L-BS;-;-
Motorcycles;YAMAHA;225;XT225, E, EC, F, FG, G, GC;93-;-;YTX7L-BS;-;-
Motorcycles;YAMAHA;225;XT225, V;01-03;YTZ7S;-;-;-
Motorcycles;YAMAHA;230;TTR230, T, V;05-;-;YTX5L-BS;-;-
Motorcycles;YAMAHA;230;TTR230E;06-07;YTZ7S;YTX5L-BS;-;-
Motorcycles;YAMAHA;250;CP250, V;05-;YTZ10S;-;-;-
Motorcycles;YAMAHA;250;DS6B, DS6C;69-70;-;-;YB5L-B;12N5-3B
Motorcycles;YAMAHA;250;DS7;72;-;-;-;12N5.5A-3B
Motorcycles;YAMAHA;250;DT1 250 Enduro;68;-;-;-;6N2-2A-3
Motorcycles;YAMAHA;250;DT1B, DT1C, DT1E 250 Enduro;69-71;-;-;-;6N2-2A-3
Motorcycles;YAMAHA;250;DT2 250 Enduro;72;-;-;-;6N4-2A-5
Motorcycles;YAMAHA;250;DT250 Enduro;74-76;-;-;-;6N4B-2A-3
Motorcycles;YAMAHA;250;DT250 Enduro;77-79;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;250;DT250MX;77-81;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;250;DT3 250 Enduro;73;-;-;-;6N4-2A-5
Motorcycles;YAMAHA;250;Morphous;06-07;YTZ10S;-;-;-
Motorcycles;YAMAHA;250;RD250, S;73-79;-;-;-;12N5.5A-3B
Motorcycles;YAMAHA;250;RD250LC;80-82;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;250;SR250, E, ES, Exciter;80-82;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;250;SRV250, G;93-;-;YTX7A-BS;-;-
Motorcycles;YAMAHA;250;SRX250;87;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;250;TDR250;88-90;-;-;YB5L-B;-
Motorcycles;YAMAHA;250;TT250, RV;99-;-;YT7B-BS;-;-
Motorcycles;YAMAHA;250;TTR250, V;99-06;-;YT7B-BS;-;-
Motorcycles;YAMAHA;250;TZR250;89-90;-;-;YB5L-B;-
Motorcycles;YAMAHA;250;VP250;07;-;YTX9-BS;-;-
Motorcycles;YAMAHA;250;WR250F, -S;03-07;YTZ7S;YTX5L-BS;-;-
Motorcycles;YAMAHA;250;WR250FR;07;YTZ7S;-;-;-
Motorcycles;YAMAHA;250;XG250;04-;YTZ7S;-;-;-
Motorcycles;YAMAHA;250;XS250;77-80;-;-;YB12A-A;-
Motorcycles;YAMAHA;250;XT250;84;-;-;YB3L-B;-
Motorcycles;YAMAHA;250;XT250;80-83;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;250;XT250, X;06-;YTZ7S;-;-;-
Motorcycles;YAMAHA;250;XT250V;06;-;YTX7L-BS;-;-
Motorcycles;YAMAHA;250;XTZ250;07;-;YTX7L-BS;-;-
Motorcycles;YAMAHA;250;XV250;07;-;-;YB10L-A2;-
Motorcycles;YAMAHA;250;XV250 Route 66;88-90;-;-;YB10L-A2;12N10-3A-2
Motorcycles;YAMAHA;250;XV250, H Virago;95-03;-;-;YB10L-A2;12N10-3A-2
Motorcycles;YAMAHA;250;XV250, N, L, S Virago;89-98;-;-;YB10L-A2;-
Motorcycles;YAMAHA;250;XVS250, S;04;YTZ7S;-;-;-
Motorcycles;YAMAHA;250;YBR250;07;-;YTX7L-BS;-;-
Motorcycles;YAMAHA;250;YP250;07-;YTZ10S;-;-;-
Motorcycles;YAMAHA;250;YP250 DX/ABS Majesty,;96-03;-;YT7B-BS;-;-
Motorcycles;YAMAHA;250;YP250 Majesty;00;-;YT7B-BS;-;-
Motorcycles;YAMAHA;250;YP250, L, C, G;04-;-;YT9B-BS;-;-
Motorcycles;YAMAHA;250;YP250R;07-;-;YTX9-BS;-;-
Motorcycles;YAMAHA;250;YS250;06-;-;YTX7L-BS;-;-
Motorcycles;YAMAHA;300;VP300;04-;-;YTX9-BS;-;-
Motorcycles;YAMAHA;350;BW350, Big Wheel;87-88;-;-;YB12B-B2;-
Motorcycles;YAMAHA;350;BW350E;86-88;-;-;YB7C-A;-
Motorcycles;YAMAHA;350;R3;69;-;-;YB5L-B;12N5-3B
Motorcycles;YAMAHA;350;R5, R5B, R5C;70-72;-;-;-;12N5.5A-3B
Motorcycles;YAMAHA;350;RD350;73-75;-;-;-;12N5.5A-3B
Motorcycles;YAMAHA;350;RD350LC, LCF;85;-;-;YB5L-B;-
Motorcycles;YAMAHA;350;RD350LC, LCF;80-84;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;350;RD350LC-FH, FN, H, N;86-90;-;-;YB5L-B;-
Motorcycles;YAMAHA;350;RZ350;84-85;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;350;TT350E, F;93-94;-;-;-;6N2-2A
Motorcycles;YAMAHA;350;XT350, H, N;85-00;-;-;YB3L-B;-
Motorcycles;YAMAHA;350;YR2/C;68;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;360;DT360 Enduro;74;-;-;-;6N4B-2A-3
Motorcycles;YAMAHA;360;RT1, RT1B, 360 Enduro;70-71;-;-;-;6N2-2A-3
Motorcycles;YAMAHA;360;RT2, RT3, 360 Enduro;72-73;-;-;-;6N4-2A-5
Motorcycles;YAMAHA;360;XS360;76-78;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;360;XS360-2;77;-;-;YB7L-B;12N7-3B
Motorcycles;YAMAHA;400;DT400 Enduro;75-76;-;-;-;6N4B-2A-3
Motorcycles;YAMAHA;400;DT400 Enduro;77-78;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;400;FZR400 (All);88-90;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;400;FZR400RR, RRSP;92-;-;YTX9-BS;-;-
Motorcycles;YAMAHA;400;RD400, S;76-79;-;-;-;12N5.5A-3B
Motorcycles;YAMAHA;400;SR400;-;-;YT4B-BS;-;-
Motorcycles;YAMAHA;400;XJR400R;04-;-;YTX9-BS;-;-
Motorcycles;YAMAHA;400;XS400 (All);77-83;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;400;XV400;95;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;400;XVS400, C;04;-;YT12B-BS;-;-
Motorcycles;YAMAHA;400;YP400, A, Majesty;04-;-;YT9B-BS;-;-
Motorcycles;YAMAHA;450;WR450F, -S;03-07;YTZ7S;-;-;-
Motorcycles;YAMAHA;500;SR500;78-81;-;-;YB7L-B;12N7-3B
Motorcycles;YAMAHA;500;FXR500;93;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;500;RD500LC;84-85;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;500;SR500;98-;-;YT4B-BS;-;-
Motorcycles;YAMAHA;500;SR500, SP;78-;-;-;-;12N7-3B
Motorcycles;YAMAHA;500;TX500;73-74;YTX14AHL-BS;-;YB14L-A2;12N14-3A
Motorcycles;YAMAHA;500;XP500, A, W (T-Max);01-;-;YT9B-BS;-;-
Motorcycles;YAMAHA;500;XP500;08;YTZ10S;-;-;-
Motorcycles;YAMAHA;500;XS500, E;75-78;YTX14AHL-BS;-;YB14L-A2;12N14-3A
Motorcycles;YAMAHA;500;XT500;83-85;-;-;-;6N6-3B-1
Motorcycles;YAMAHA;500;XT500;86-89;-;-;YB3L-B;-
Motorcycles;YAMAHA;500;XT500E;93-;-;YTX9-BS;-;-
Motorcycles;YAMAHA;500;XV500 Virago;83;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;535;XV535 DX Virago;87-99;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;535;XV535, H, N, S, SE Virago;87-99;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;550;XJ550 Maxim, R Seca;81-83;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;550;XT550;82-83;-;-;YB5L-B;12N5-3B
Motorcycles;YAMAHA;550;XZ550R Virago;82-83;-;-;YB14L-A2;-
Motorcycles;YAMAHA;550;XZ550R Vision;82-83;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;600;FJ600;84-85;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;600;FZ600;86-88;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;600;FZ6 (All models);04-;-;YT12B-BS;-;-
Motorcycles;YAMAHA;600;FZR600;89-93;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;600;FZR600, E, RE, REC;93-;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;600;FZR600R;89-93;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;600;FZR600R;94-95;-;YTX12-BS;-;-
Motorcycles;YAMAHA;600;FZS600, S, Fazer;98-03;-;YT12B-BS;-;-
Motorcycles;YAMAHA;600;SRX600, H, N;86-90;-;-;YB5L-B;12N5-3B
Motorcycles;YAMAHA;600;TT600E;94;-;YTX9-BS;-;-
Motorcycles;YAMAHA;600;TT600RE;04;-;YT9B-BS;-;-
Motorcycles;YAMAHA;600;TT600S;93;YTX4L-BS;YT4L-BS;-;-
Motorcycles;YAMAHA;600;TT600T;86-88;-;-;-;6N4-2A-7
Motorcycles;YAMAHA;600;TT600W;86-92;-;-;-;6N4-2A-7
Motorcycles;YAMAHA;600;XJ600, H, N;84-91;-;-;YB12A-A;-
Motorcycles;YAMAHA;600;XJ600N;94-99;-;YTX9-BS;-;-
Motorcycles;YAMAHA;600;XJ600S Diversion;92-02;-;YTX9-BS;-;-
Motorcycles;YAMAHA;600;XJ600S Seca II;92-98;-;YTX9-BS;-;-
Motorcycles;YAMAHA;600;XT600;84-89;-;-;YB5L-B;-
Motorcycles;YAMAHA;600;XT600E, EH, EN;90-95;-;YTX9-BS;-;-
Motorcycles;YAMAHA;600;XT600E, EH, EN, H, N, Z;84-87;-;-;YB5L-B;-
Motorcycles;YAMAHA;600;XT600KH;91-95;YTX4L-BS;YT4L-BS;-;-
Motorcycles;YAMAHA;600;XT600Z;83-84;-;-;YB12AL-A2;-
Motorcycles;YAMAHA;600;YX600 Radian;86-90;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;600;YZF600FGC, RG, RW;95-;-;YTX12-BS;-;-
Motorcycles;YAMAHA;600;YZF600R, Thunder Cat;95-07;-;YTX12-BS;-;-
Motorcycles;YAMAHA;600;YZF-R6;99-00;YTZ10S;YT12B-BS;-;-
Motorcycles;YAMAHA;600;YZF-R6, W, EC;06-07;YTZ10S;-;-;-
Motorcycles;YAMAHA;600;YZF-R6, R6S;01-07;-;YT9B-BS;-;-
Motorcycles;YAMAHA;600;YZF-R6, S, SC, SV;01-05;-;YT9B-BS;-;-
Motorcycles;YAMAHA;650;TX650;73;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;650;TX650;74;YTX14AHL-BS;-;YB14L-A2;12N14-3A
Motorcycles;YAMAHA;650;X1;70-71;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;650;X2;72;-;-;-;12N12A-4A-1
Motorcycles;YAMAHA;650;XJ650 (All models);80-83;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;650;XS1;70-71;-;-;-;12N5.5-3B
Motorcycles;YAMAHA;650;XS2;72;-;-;YB12A-A;12N12A-4A-1
Motorcycles;YAMAHA;650;XS650, -2, SE;75-83;YTX14AHL-BS;-;YB14L-A2;12N14-3A
Motorcycles;YAMAHA;650;XS650S Heritage Special;78-83;-;-;-;12N14-3A
Motorcycles;YAMAHA;650;XVF600RT, C;05;-;YTX12-BS;-;-
Motorcycles;YAMAHA;650;XVS650 V-Star (All);98-07;-;YT12B-BS*;-;-
Motorcycles;YAMAHA;650;XVS650, W, WC;97-;-;YT12B-BS;-;-
Motorcycles;YAMAHA;650;XVS650A Drag Star Cla.;99-;-;YT12B-BS;-;-
Motorcycles;YAMAHA;650;XVS650V, VC;-;-;YT12B-BS;-;-
Motorcycles;YAMAHA;660;Burgman;-;-;YTX14-BS;-;-
Motorcycles;YAMAHA;660;MT03;06;-;YT9B-BS;-;-
Motorcycles;YAMAHA;660;SZR660;96-98;-;YTX9-BS;-;-
Motorcycles;YAMAHA;660;XT660R, X;04-;-;YT9B-BS;-;-
Motorcycles;YAMAHA;660;XTZ660 Tenere;91-97;-;YTX9-BS;-;-
Motorcycles;YAMAHA;700;FZ700, Fazer;86-87;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;700;FZX700 Fazer;86-87;-;-;YB14L-A2;-
Motorcycles;YAMAHA;700;XJ700 Maxim, XJ700X;85-86;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;700;XJ700X/S/XS;86;-;-;YB14L-A2;-
Motorcycles;YAMAHA;700;XV700 Virago;84-87;-;-;YB16AL-A2;-
Motorcycles;YAMAHA;700;XV700C;86-87;-;-;YB16AL-A2;-
Motorcycles;YAMAHA;700;XV700SS;86;-;-;YB16AL-A2;-
Motorcycles;YAMAHA;750;FZ750, Genesis, FZR750;85-94;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;750;FZR750;91-;-;YTX9-BS;-;-
Motorcycles;YAMAHA;750;FZR750RT Genesis;88;-;-;YB14L-A2;-
Motorcycles;YAMAHA;750;FZX750 Fazer;87-94;-;-;YB14L-A2;-
Motorcycles;YAMAHA;750;TX750;73-74;YTX20HL-BS;YTX20L-BS;YB16L-B;-
Motorcycles;YAMAHA;750;XJ750 Maxim;82-83;-;-;SYB14L-A2;-
Motorcycles;YAMAHA;750;XJ750 Maxim/K;82-83;-;-;YB14L-A2;-
Motorcycles;YAMAHA;750;XJ750 Seca;82-83;-;-;YB14L-A2;-
Motorcycles;YAMAHA;750;XJ750M Midnight Maxim;83;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;750;XJ750M Midnight Virago;83;-;-;YB14L-A2;-
Motorcycles;YAMAHA;750;XJ750R Seca;81-83;-;-;SYB14L-A2;-
Motorcycles;YAMAHA;750;XS750 (All);77-80;YTX14AHL-BS;-;YB14L-A2;12N14-3A
Motorcycles;YAMAHA;750;XTZ750, H, N Sup. Tenere;89-97;-;-;YB14L-A2;-
Motorcycles;YAMAHA;750;XV750 Virago (All);81-97;-;-;YB16AL-A2;-
Motorcycles;YAMAHA;750;YZF750R, SP;93-97;-;YTX12-BS;-;-
Motorcycles;YAMAHA;750;YZF-R7, OW02;99;-;YT9B-BS;-;-
Motorcycles;YAMAHA;850;TDM850, N;91-95;-;YTX12-BS;-;-
Motorcycles;YAMAHA;850;TRX850;96-99;-;YTX12-BS;-;-
Motorcycles;YAMAHA;850;XS850 (All);80-81;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;900;TDM900A;04-;-;YT12B-BS;-;-
Motorcycles;YAMAHA;900;XJ900, F;83-91;-;-;YB14L-A2;-
Motorcycles;YAMAHA;900;XJ900P;-;-;YTX14-BS;-;-
Motorcycles;YAMAHA;900;XJ900R Seca;83-92;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;900;XJ900S Diversion;95-02;-;YTX14-BS;-;-
Motorcycles;YAMAHA;920;XV920 Virago;82;-;-;SY50-N18L-AT;-
Motorcycles;YAMAHA;920;XV920 Virago;83;-;-;Y50-N18L-A;-
Motorcycles;YAMAHA;920;XV920M Midnight Virago;83;-;-;Y50-N18L-A-CX;Y50-N18L-A
Motorcycles;YAMAHA;920;XV920R Virago;81-83;-;-;Y50-N18L-A-CX;Y50-N18L-A
Motorcycles;YAMAHA;1000;FZ1-N, S, SA;06-;YTZ14S;-;-;-
Motorcycles;YAMAHA;1000;FZR1000;87-90;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;1000;FZR1000;91-95;-;YTX14-BS;-;-
Motorcycles;YAMAHA;1000;FZR1000 Exup;89-91;-;-;YB14L-A2;-
Motorcycles;YAMAHA;1000;FZR1000 Exup;92-95;-;YTX14-BS;-;-
Motorcycles;YAMAHA;1000;FZR1000 Genesis;87-91;-;-;YB14L-A2;-
Motorcycles;YAMAHA;1000;FZS1000, S, T, FZ1;01-05;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1000;FZS1000 FZ1;06-07;YTZ14S;-;-;-
Motorcycles;YAMAHA;1000;GTS1000, A;93-97;-;YTX14-BS;-;-
Motorcycles;YAMAHA;1000;XV1000 Virago;84-85;-;-;Y50-N18L-A-CX;Y50-N18L-A
Motorcycles;YAMAHA;1000;XV1000SE Midnight Sp.;83;-;-;Y50-N18L-A;-
Motorcycles;YAMAHA;1000;XV1000SE Virago;86-87;-;-;Y50-N18L-A;-
Motorcycles;YAMAHA;1000;XV1000TR.1;-92;-;-;Y50-N18L-A;-
Motorcycles;YAMAHA;1000;YTZF-R1, W, WC;04-;YTZ10S;-;-;-
Motorcycles;YAMAHA;1000;YZF1000R, Thunderace;96-01;-;YTX14-BS;-;-
Motorcycles;YAMAHA;1000;YZF-R1;04-07;YTZ10S;-;-;-
Motorcycles;YAMAHA;1000;YZF-R1;98-03;-;YT12B-BS;-;-
Motorcycles;YAMAHA;1000;YZF-R1 LEV;06;YTZ10S;-;-;-
Motorcycles;YAMAHA;1000;YZF-R1S;06;YTZ10S;-;-;-
Motorcycles;YAMAHA;1100;BT1100;02-;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1100;FJ1100;84-92;YTX14AHL-BS;-;YB14L-A2;12N14-3A
Motorcycles;YAMAHA;1100;XJ1100 Maxim;82;-;-;SY50-N18L-AT;-
Motorcycles;YAMAHA;1100;XS1100 (All);78-92;-;-;Y50-N18L-A-CX;Y50-N18L-A
Motorcycles;YAMAHA;1100;XV1100;89-98;-;-;SY50-N18L-AT;-
Motorcycles;YAMAHA;1100;XV1100 Virago;86-;-;-;SY50-N18L-AT;-
Motorcycles;YAMAHA;1100;XV1100G, GC;95;-;-;Y50-N18L-A;-
Motorcycles;YAMAHA;1100;XVS1100;99-;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1100;XVS1100 Drag Star;99-00;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1100;XVS1100 V-Star (All);99-07;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1100;XVS1100A, W, WC;01-;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1200;FJ1200;86-90;YTX14AHL-BS;-;YB14L-A2;-
Motorcycles;YAMAHA;1200;FJ1200 (All);91-93;-;YTX14-BS;-;-
Motorcycles;YAMAHA;1200;VMX1200 V MAX;85-07;-;-;YB16AL-A2;-
Motorcycles;YAMAHA;1200;XJR1200, SP;95-98;-;YTX14-BS;-;-
Motorcycles;YAMAHA;1200;XVZ12 Venture/Royale;83-85;-;-;SY50-N18L-AT;-
Motorcycles;YAMAHA;1300;FJR1300, A, AS, AW, AWC S, SC;01-;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1300;XJR1300;07-;YTZ14S;-;-;-
Motorcycles;YAMAHA;1300;XJR1300, SP;99-;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1300;XVS1300A;07-;-;YTX20L-BS;-;-
Motorcycles;YAMAHA;1300;XVZ13 Royal Star/Venture (All);96-07;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;YAMAHA;1300;XVZ13 Venture/Royale;86-93;-;-;SY50-N18L-AT;-
Motorcycles;YAMAHA;1300;XVZ1300 AT Tour Classic;99-;-;YTX20L-BS;-;-
Motorcycles;YAMAHA;1300;XVZ1300 TD;89-91;-;-;SY50-N18L-AT;-
Motorcycles;YAMAHA;1300;XVZ1300 Venture Royal;86-93;-;-;SY50-N18L-AT;-
Motorcycles;YAMAHA;1300;XVZ1300A Royal Star;96-;-;YTX20L-BS;-;-
Motorcycles;YAMAHA;1300;XVZ1300TF Royal Star;00-;-;YTX20L-BS;-;-
Motorcycles;YAMAHA;1600;XV1600 Road Star;99-03;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;YAMAHA;1600;XV1600A Wild Star;00-;-;YTX20L-BS;-;-
Motorcycles;YAMAHA;1700;MT01;05;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1700;XV1700A Road Star, Silverado;04-07;YTX20HL-BS;YTX20L-BS;-;-
Motorcycles;YAMAHA;1700;XV1700ATMV, AV, AVC;-;-;YTX20L-BS;-;-
Motorcycles;YAMAHA;1700;XV1700P Road Star Warrior;02-07;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1700;XV1700PC, CMV;02-;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1700;YAMX;08-;YTZ14S;-;-;-
Motorcycles;YAMAHA;1854;Roadliner, Stratoliner;06-07;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1900;XV1900, A ,CT;07;-;YT14B-BS;-;-
Motorcycles;YAMAHA;1900;XV19SV, SVC, CTSV;06;-;YT14B-BS;-;-
Motorcycles;ZengChengHaiLi;100;HJ100-3;-;-;-;YB5L-B;-
Motorcycles;ZengChengHaiLi;100;HJ100T-A;-;-;YTX7A-BS;-;-
